,Date,Open,High,Low,Close,Adj Close,Volume,gainORloss
0,2018-04-09,245.210007,248.36999500000002,244.13000499999998,244.80000299999998,244.80000299999998,79900,0.0
1,2018-04-10,246.770004,252.350006,245.25,250.020004,250.020004,121400,1.9791216666007252
2,2018-04-11,248.44999700000002,251.22000099999997,245.49000499999997,247.440002,247.440002,104400,2.0104267781245815
3,2018-04-12,248.460007,251.940002,247.960007,250.479996,250.479996,123600,1.9878633262194716
4,2018-04-13,251.169998,252.52999900000003,246.19999700000002,247.059998,247.059998,95200,2.013842783241664
5,2018-04-16,249.479996,262.850006,248.690002,262.130005,262.130005,206000,1.9425094162722807
6,2018-04-17,263.119995,266.290009,258.570007,264.679993,264.679993,258700,1.9903657697316015
7,2018-04-18,264.51001,265.369995,260.630005,264.190002,264.190002,158500,2.0018546916851157
8,2018-04-19,264.079987,267.660004,260.359985,262.26001,262.26001,100000,2.007359078496184
9,2018-04-20,262.23999,264.01001,259.880005,260.679993,260.679993,105100,2.0060611364217737
10,2018-04-23,260.649994,264.48999,260.429993,261.480011,261.480011,75600,1.9969404238704889
11,2018-04-24,262.089996,263.579987,257.209991,258.929993,258.929993,121600,2.0098482913101536
12,2018-04-25,259.459991,261.140015,256.640015,258.850006,258.850006,111400,2.0003090090714544
13,2018-04-26,259.890015,260.75,258.149994,259.480011,259.480011,48400,1.9975720480449648
14,2018-04-27,260.630005,260.630005,257.540009,259.5,259.5,75600,1.9999229710982658
15,2018-04-30,259.790009,259.790009,253.57000699999998,253.710007,253.710007,135200,2.022821303221201
16,2018-05-01,253.82000699999998,254.17999300000002,250.63999900000002,253.25,253.25,90300,2.001816414610069
17,2018-05-02,254.32000699999998,258.0,251.399994,252.58999599999999,252.58999599999999,151500,2.0026129459220545
18,2018-05-03,250.080002,254.05000299999998,245.729996,250.830002,250.830002,151400,2.0070166805643925
19,2018-05-04,249.960007,254.419998,246.25999500000003,252.82000699999998,252.82000699999998,86300,1.9921287677205073
20,2018-05-07,253.86000099999998,258.980011,252.97000099999997,254.75,254.75,194000,1.9924239725220805
21,2018-05-08,254.36000099999998,255.88999900000002,251.440002,253.690002,253.690002,249900,2.004178319963906
22,2018-05-09,262.0,283.959991,262.0,275.950012,275.950012,407900,1.919333179807943
23,2018-05-10,276.589996,285.690002,273.230011,278.820007,278.820007,241900,1.9897066389500524
24,2018-05-11,279.859985,286.839996,279.540009,284.980011,284.980011,157600,1.9783844348297113
25,2018-05-14,284.959991,287.559998,282.26001,286.899994,286.899994,279300,1.9933078318572568
26,2018-05-15,285.700012,285.959991,282.839996,284.040009,284.040009,139700,2.010068951237077
27,2018-05-16,283.880005,293.429993,283.51001,291.709991,291.709991,258700,1.973706824460462
28,2018-05-17,291.26001,291.26001,284.200012,286.820007,286.820007,391300,2.017048964091267
