,Date,Open,High,Low,Close,Adj Close,Volume,gainORloss
0,2018-04-09,49.630001,49.849998,49.25,49.470001,47.699833,1483900,0.0
1,2018-04-10,49.66,49.939999,49.48,49.68,47.902309,1413100,1.9957729669887279
2,2018-04-11,49.459998999999996,49.66,49.099998,49.380001,47.613049,1152300,2.006075313769232
3,2018-04-12,49.700001,49.740002000000004,48.650002,48.799999,47.053799,1216600,2.011885287128797
4,2018-04-13,48.799999,49.099998,48.599998,48.950001,47.198440999999995,763000,1.996935607825626
5,2018-04-16,49.540001000000004,50.349998,49.150002,50.099998,48.307281,1028600,1.9770459671475435
6,2018-04-17,50.400002,50.450001,49.869999,50.32,48.519409,1078700,1.9956279411764704
7,2018-04-18,50.290001000000004,50.48,50.099998,50.27,48.471203,1330600,2.0009946290033818
8,2018-04-19,49.41,49.43,48.02,48.720001,46.976669,3181100,2.031814428739441
9,2018-04-20,48.18,48.389998999999996,45.790001000000004,45.84,44.199715000000005,4577100,2.062827246945899
10,2018-04-23,45.82,46.060001,45.18,45.41,43.785107,3275900,2.0094692798942964
11,2018-04-24,45.450001,45.709998999999996,44.869999,45.459998999999996,43.833313000000004,2639400,1.9989001539573286
12,2018-04-25,45.380001,46.509997999999996,45.369999,45.889998999999996,44.247925,1688100,1.990629766629544
13,2018-04-26,45.880001,46.27,45.580002,46.139998999999996,44.488983000000005,1910200,1.9945817077282555
14,2018-04-27,46.09,46.849998,46.060001,46.779999,45.106075,1409500,1.9863189394253729
15,2018-04-30,47.0,47.0,45.990002000000004,46.200001,44.546833,1811600,2.012554068992336
16,2018-05-01,46.200001,46.310001,45.5,46.299999,44.643257,2199500,1.9978402159360737
17,2018-05-02,46.220001,46.459998999999996,45.75,45.869999,44.228645,5796200,2.0093743189312034
18,2018-05-03,46.25,47.860001000000004,45.77,47.549999,45.848534,6721300,1.9646687689730549
19,2018-05-04,47.509997999999996,47.509997999999996,46.970001,47.349998,45.655678,2461000,2.004223886134061
20,2018-05-07,47.52,47.709998999999996,46.959998999999996,47.52,45.819607,2701800,1.996422516835017
21,2018-05-08,47.669998,47.880001,47.43,47.73,46.022087,5634900,1.995600251414205
22,2018-05-09,47.68,47.860001000000004,47.349998,47.75,46.04137,1918800,1.9995811518324604
23,2018-05-10,47.990002000000004,48.200001,47.639998999999996,47.77,46.060658000000004,1713300,1.999581327192799
24,2018-05-11,47.799999,48.02,47.310001,47.459998999999996,45.761753000000006,2101300,2.006531837474333
25,2018-05-14,47.299999,47.5,46.84,47.040001000000004,45.566078000000005,1785000,2.008928528721757
26,2018-05-15,46.73,46.779999,46.0,46.52,45.062374,4021800,2.0111780094582974
27,2018-05-16,46.5,46.720001,46.25,46.610001000000004,45.149555,2464800,1.9980690624743818
28,2018-05-17,46.689999,46.75,46.380001,46.689999,45.227039000000005,2864600,1.9982866137992423
29,2018-05-18,46.540001000000004,46.560001,45.549999,46.119999,44.674908,5852000,2.012359063581073
30,2018-05-21,46.279999,46.5,45.919998,46.41,44.955818,1928000,1.993751325145443
31,2018-05-22,46.619999,46.939999,46.419998,46.470001,45.013943,1913100,1.9987088229242773
32,2018-05-23,46.490002000000004,47.130001,46.150002,47.09,45.614509999999996,2368300,1.9868337438946697
33,2018-05-24,47.099998,47.360001000000004,46.630001,46.73,45.265793,1252000,2.0077038305157284
34,2018-05-25,46.75,47.580002,46.75,47.419998,45.934174,2055000,1.9854492191248088
35,2018-05-29,47.290001000000004,48.029999,47.169998,47.610001000000004,46.118217,2999700,1.9960091788277845
36,2018-05-30,47.689999,48.34,47.060001,48.130001,46.621922,2003000,1.9891959279203009
37,2018-05-31,48.009997999999996,48.009997999999996,46.52,46.950001,45.478901,4138900,2.0251331198054716
38,2018-06-01,47.099998,47.490002000000004,46.84,47.32,45.837303000000006,1942100,1.9921809171597635
39,2018-06-04,47.459998999999996,47.599998,46.939999,47.009997999999996,45.537014,1585600,2.0065943844541323
40,2018-06-05,47.139998999999996,47.209998999999996,46.630001,46.759997999999996,45.294853,2375000,2.005346450185905
41,2018-06-06,46.700001,46.830002,46.32,46.740002000000004,45.275482000000004,1622500,2.0004278134177227
42,2018-06-07,46.700001,47.540001000000004,46.41,47.400002,45.914795,1827400,1.9860759499546012
43,2018-06-08,47.369999,48.34,47.369999,48.189999,46.680046000000004,1562700,1.9836066192904465
44,2018-06-11,48.16,49.299999,48.080002,48.849998,47.319363,3003700,1.9864892727324166
45,2018-06-12,49.27,49.75,48.459998999999996,49.689999,48.133038,3589000,1.983095169714131
46,2018-06-13,49.599998,49.82,49.330002,49.630001,48.074928,2806400,2.001208905879329
47,2018-06-14,49.669998,49.889998999999996,49.220001,49.799999,48.239596999999996,2256500,1.9965863854736223
48,2018-06-15,49.73,50.349998,49.630001,50.259997999999996,48.685181,2944700,1.9908476120512382
49,2018-06-18,50.130001,50.349998,49.869999,50.279999,48.704559,2518600,1.99960220762932
50,2018-06-19,50.240002000000004,51.700001,50.240002000000004,51.439999,49.828205,3495500,1.977449455238131
51,2018-06-20,51.209998999999996,51.349998,50.459998999999996,50.75,49.159832,1662900,2.013596039408867
52,2018-06-21,50.75,50.900002,50.43,50.689999,49.101711,1075100,2.0011836851683507
53,2018-06-22,50.669998,51.16,50.610001000000004,50.630001,49.043591,1845300,2.001185028615741
54,2018-06-25,50.529999,51.740002000000004,50.470001,51.57,49.954136,2347600,1.9817723676556138
55,2018-06-26,51.549999,51.939999,51.09,51.689999,50.070374,1703800,1.99767848708993
56,2018-06-27,51.790001000000004,52.43,51.470001,52.279999,50.641890999999994,2383700,1.9887146134031106
57,2018-06-28,52.32,53.220001,52.200001,53.169998,51.504002,3698100,1.9832612557179332
58,2018-06-29,53.16,53.619999,52.77,53.16,51.49432,2256100,2.000188073739654
59,2018-07-02,53.0,53.209998999999996,52.700001,52.939999,51.281208,1516300,2.004155666871093
60,2018-07-03,53.310001,53.5,52.799999,53.279999,51.610554,916100,1.9936186184988482
61,2018-07-05,53.43,54.349998,53.380001,54.310001,52.608288,2722400,1.9810347637445267
62,2018-07-06,54.419998,54.75,54.209998999999996,54.66,52.947315,1943600,1.9935967983900476
63,2018-07-09,54.360001000000004,54.580002,53.400002,53.450001,51.77523,2128400,2.0226379602874096
64,2018-07-10,53.450001,54.549999,53.16,54.470001,52.763270999999996,2115300,1.9812740961763522
65,2018-07-11,54.790001000000004,54.919998,54.330002,54.66,52.947315,2501300,1.9965239846322722
66,2018-07-12,54.66,55.049999,54.419998,54.93,53.208861999999996,2116300,1.9950846531949755
67,2018-07-13,55.0,55.939999,54.91,55.889998999999996,54.13877900000001,1942300,1.9828234206982183
68,2018-07-16,55.919998,55.919998,54.759997999999996,54.869999,53.150738,2418400,2.0185893934497794
69,2018-07-17,54.869999,55.119999,54.669998,54.77,53.053870999999994,1704600,2.0018257987949606
70,2018-07-18,54.540001000000004,54.75,53.52,53.790001000000004,52.104584,2308200,2.0182189808845696
71,2018-07-19,53.790001000000004,54.52,53.150002,54.139998999999996,52.443611,1614500,1.9935353157283955
72,2018-07-20,54.049999,55.029999,54.0,54.98,53.257286,2448300,1.9847216987995635
73,2018-07-23,55.029999,55.189999,54.470001,54.77,53.053870999999994,1075400,2.0038342158115756
74,2018-07-24,54.470001,54.970001,54.119999,54.669998,52.956996999999994,1259700,2.001829193408787
75,2018-07-25,54.689999,55.009997999999996,54.09,54.950001,53.228232999999996,1854800,1.9949044040963713
76,2018-07-26,55.080002,55.509997999999996,54.759997999999996,55.310001,53.576954,1240000,1.993491231359768
77,2018-07-27,55.139998999999996,55.560001,54.93,55.360001000000004,53.625384999999994,1379200,1.9990968208255633
78,2018-07-30,55.139998999999996,55.669998,54.860001000000004,55.290001000000004,53.557575,1467000,2.001266051704358
79,2018-07-31,55.290001000000004,56.25,54.950001,55.900002,54.14846800000001,2316600,1.9890876390308538
80,2018-08-01,55.82,55.82,54.529999,55.150002,53.421967,2581800,2.013599274212175
81,2018-08-02,55.630001,57.57,55.259997999999996,56.790001000000004,55.010574,3159500,1.9711216944687147
82,2018-08-03,57.040001000000004,58.029999,57.0,57.169998,55.378662,1722200,1.9933532094928534
83,2018-08-06,57.09,57.619999,56.959998999999996,57.459998999999996,55.659580000000005,1316900,1.9949529932988688
84,2018-08-07,57.110001000000004,57.16,56.209998999999996,56.470001,54.7006,2313700,2.017531396891599
85,2018-08-08,56.330002,56.549999,55.900002,55.939999,54.187206,1677600,2.0094744728186353
86,2018-08-09,55.84,56.049999,55.27,55.57,53.828807999999995,2300200,2.0066582508547777
87,2018-08-10,55.599998,56.25,55.529999,55.740002000000004,53.993483999999995,855300,1.996950089811622
88,2018-08-13,55.93,56.080002,55.5,55.889998999999996,54.13877900000001,1336600,1.9973162103652928
89,2018-08-14,55.77,56.119999,55.41,55.450001,53.92289,1628200,2.0079350404339937
90,2018-08-15,55.529999,56.150002,55.299999,56.060001,54.516093999999995,1187300,1.9891188014784373
91,2018-08-16,56.150002,56.950001,56.07,56.849998,55.284335999999996,1030500,1.9861038341637234
92,2018-08-17,56.849998,57.290001000000004,56.779999,57.150002,55.576077000000005,1321500,1.9947505863604345
93,2018-08-20,57.299999,57.869999,57.290001000000004,57.630001,56.042854000000005,3026800,1.9916710221816583
94,2018-08-21,57.43,57.599998,56.43,56.790001000000004,55.22599,1541200,2.0147913362424488
95,2018-08-22,56.759997999999996,56.779999,56.220001,56.360001000000004,54.807835,932200,2.0076295243500795
96,2018-08-23,56.25,56.66,56.110001000000004,56.52,54.963428,719800,1.997169161358811
97,2018-08-24,56.509997999999996,56.52,56.209998999999996,56.330002,54.778659999999995,963500,2.0033729450249265
98,2018-08-27,56.540001000000004,56.639998999999996,55.73,56.200001,54.652241000000004,653200,2.0023131850122207
99,2018-08-28,56.5,57.099998,56.290001000000004,56.450001,54.895348,842100,1.9955713021156545
100,2018-08-29,56.599998,56.740002000000004,56.130001,56.5,54.943977000000004,661700,1.9991150619469027
101,2018-08-30,56.5,56.849998,56.27,56.380001,54.827286,580400,2.002128396556786
102,2018-08-31,56.509997999999996,56.869999,56.330002,56.580002,55.021774,1116900,1.996465164493985
103,2018-09-04,56.07,57.040001000000004,56.060001,56.48,54.924530000000004,1155700,2.001770573654391
104,2018-09-05,56.299999,57.810001,56.169998,57.700001,56.110928,1997700,1.9788561355484207
105,2018-09-06,57.5,58.290001000000004,57.23,58.119999,56.51935600000001,1305300,1.9927736062073915
106,2018-09-07,57.830002,58.939999,57.779999,58.689999,57.073662,1342800,1.990287953489316
107,2018-09-10,59.0,59.27,58.459998999999996,58.48,56.86945,934800,2.0035909541723664
108,2018-09-11,58.540001000000004,59.060001,58.18,59.0,57.375122,1147700,1.991186440677966
109,2018-09-12,58.939999,59.59,58.860001000000004,59.43,57.793282,1205700,1.9927645970048797
110,2018-09-13,59.369999,59.459998999999996,58.75,59.450001,57.812729000000004,846100,1.9996635660275262
111,2018-09-14,59.419998,59.740002000000004,59.060001,59.549999,57.909977000000005,1035900,1.998320772431919
112,2018-09-17,59.630001,60.0,59.400002,59.799999,58.153088000000004,921700,1.9958193979234014
113,2018-09-18,59.720001,59.84,59.080002,59.720001,58.07529399999999,1142800,2.0013395512166854
114,2018-09-19,59.580002,59.77,58.799999,58.990002000000004,57.365402,1013900,2.0123749614383803
115,2018-09-20,59.130001,59.77,59.07,59.66,58.016949,1018400,1.9887697284612806
116,2018-09-21,59.950001,60.389998999999996,59.790001000000004,60.040001000000004,58.386475,1988600,1.9936708695258014
117,2018-09-24,60.029999,60.119999,58.889998999999996,59.099998,57.472366,1374200,2.0159052966465416
118,2018-09-25,59.310001,59.650002,58.950001,59.009997999999996,57.384842000000006,884200,2.0015251652779247
119,2018-09-26,59.200001,59.860001000000004,58.970001,59.400002,57.764111,1211900,1.993434276315344
120,2018-09-27,59.330002,59.509997999999996,58.830002,58.889998999999996,57.268154,870100,2.0086602650477206
121,2018-09-28,58.919998,59.389998999999996,58.849998,59.369999,57.73493199999999,1039600,1.9919151085045494
122,2018-10-01,59.419998,59.759997999999996,59.349998,59.549999,57.909977000000005,716000,1.9969773299240525
123,2018-10-02,59.599998,60.419998,59.599998,60.139998999999996,58.483727,916200,1.9901895575355764
