Company1,Company2,Value
6,28,-0.11876236763260839
6,29,-0.20248672786764743
6,30,0.6399271995300749
7,1,0.5968282750341731
7,2,0.42575287898993097
7,3,0.6424564785670667
7,4,-0.019073110185261435
7,5,-0.3557117304584878
7,6,0.586911132204891
7,7,1.0
7,8,-0.5820808821832535
7,9,-0.4636715407171944
7,10,0.7477384635078741
7,11,0.6913614158365088
7,12,0.4272520380794446
7,13,-0.26762113774712026
7,14,-0.21828032791036103
7,15,0.6840896963009087
7,16,-0.2780247938276381
7,17,0.7039541580565015
7,18,0.6308453506955081
7,19,-0.5319492379648713
7,20,0.7880707726901254
7,21,-0.5011799372361151
7,22,-0.3125920551982233
7,23,-0.16977757938284088
7,24,-0.36379187000992697
7,25,0.5475017482132727
7,26,0.282391388504343
7,27,0.4723368318800955
7,28,0.48017122561267633
7,29,0.09838989607181658
7,30,0.5815368802051533
8,1,-0.7722809358436573
8,2,-0.7686822554433784
8,3,-0.6224126308674468
8,4,0.028880050760724245
8,5,0.7322939850869485
8,6,-0.5932965719417076
8,7,-0.5820808821832535
8,8,1.0
8,9,0.5010757405552778
8,10,-0.7082554778350414
8,11,-0.43857989625340554
8,12,0.0649603934369922
8,13,0.5493557224303346
8,14,0.5804924657288986
8,15,-0.49970131821490266
8,16,0.6574795165462232
8,17,-0.3709472437497464
8,18,-0.3278488958199563
8,19,0.7083262074986082
8,20,-0.7914126683348257
8,21,0.4640555835028144
8,22,0.7082524415506256
8,23,0.33344420213555953
8,24,0.7522245920446768
8,25,-0.7735409590257271
8,26,-0.24865681912896684
8,27,-0.2170513142897998
8,28,-0.25352502148269246
8,29,0.4954786785875946
8,30,-0.7784821894513361
9,1,-0.8075370486310389
9,2,-0.7692848581529004
9,3,-0.04439124356228757
9,4,0.01600059238528328
9,5,0.07183937632770517
9,6,-0.7026153120406565
9,7,-0.46367154071719446
9,8,0.5010757405552777
9,9,0.9999999999999998
9,10,-0.6546190656158966
9,11,-0.2222326338624186
9,12,0.06602174609248311
9,13,0.8344103671987528
9,14,0.46940552019325404
9,15,-0.09197627503117596
9,16,0.40318110799335166
9,17,-0.5524644422308922
9,18,0.02578689613573122
9,19,0.3696759225004585
9,20,-0.7249143642320826
9,21,0.5390576691380493
9,22,0.07123731398501286
9,23,0.02099104856612079
9,24,0.0815080070912867
9,25,-0.6483722550093798
9,26,-0.6648980503936078
9,27,0.19754390032655209
9,28,0.0858525279143771
9,29,0.10341328585387441
9,30,-0.7643575748153532
10,1,0.7651721527517098
10,2,0.6875607083481796
10,3,0.6578943777558703
10,4,-0.04510934247389994
10,5,-0.5136982099142184
10,6,0.5381572039745267
10,7,0.747738463507874
10,8,-0.7082554778350414
10,9,-0.6546190656158966
10,10,1.0
10,11,0.7392170695301025
10,12,0.266353138370376
10,13,-0.3873000151347135
10,14,-0.3738729922582203
10,15,0.6581221077797457
10,16,-0.42191037967672457
10,17,0.7534969318755385
10,18,0.5979350516052602
10,19,-0.683015744580537
10,20,0.8795443651912233
10,21,-0.535584885196652
10,22,-0.42732230993859704
10,23,-0.35325783799262767
10,24,-0.4902124017594421
10,25,0.6558155069473652
10,26,0.32994830912748974
10,27,0.37829088783443393
10,28,0.43746893808378623
10,29,-0.13172752078882619
10,30,0.8102560786560764
11,1,0.41006110715963157
11,2,0.23734201584261377
11,3,0.8173637785766557
11,4,-0.015117167428727062
11,5,-0.3153680926563183
11,6,0.18141277673816047
11,7,0.6913614158365088
11,8,-0.4385798962534055
11,9,-0.2222326338624186
11,10,0.7392170695301024
11,11,1.0
11,12,0.5861567327669384
11,13,0.019831487851292556
11,14,-0.011420015516246376
11,15,0.7786288301951498
11,16,0.019690426160885736
11,17,0.7945258584484602
11,18,0.8071329817509783
11,19,-0.46129884673109994
11,20,0.6420313683177868
11,21,-0.4038026727562036
11,22,-0.2733105732529188
11,23,-0.13381171321659113
11,24,-0.33282826358385154
11,25,0.2256123628595423
11,26,-0.053463360579969366
11,27,0.7192926191752752
11,28,0.6222744493255349
11,29,0.20088809097208976
11,30,0.4818847086043116
12,1,0.0029380425809324754
12,2,-0.17175331659114532
12,3,0.48085803983949055
12,4,0.03468943128129919
12,5,0.23915933241974113
12,6,-0.2479239053132869
12,7,0.42725203807944456
12,8,0.0649603934369922
12,9,0.06602174609248311
12,10,0.266353138370376
12,11,0.5861567327669384
12,12,1.0
12,13,0.23677473945996183
12,14,0.4437256634769467
12,15,0.5506487788523818
12,16,0.5194747311622976
12,17,0.47600395328539385
12,18,0.6864411987912608
12,19,0.04404475518349528
12,20,0.08539272407038422
12,21,-0.22375290963738556
12,22,0.25292894021542406
12,23,0.2707965713823001
12,24,0.17849599789095727
12,25,-0.19070424848495346
12,26,-0.008733883212262686
12,27,0.5670073457347259
12,28,0.6807317797540287
12,29,0.5902507753358751
12,30,0.04776136614613133
13,1,-0.7132470198547226
13,2,-0.7530176663922661
13,3,0.03743652952638632
13,4,-0.025905617754215387
13,5,0.06479381989979784
13,6,-0.6455032783523609
13,7,-0.26762113774712026
13,8,0.5493557224303345
13,9,0.8344103671987528
13,10,-0.3873000151347135
13,11,0.019831487851292556
13,12,0.23677473945996183
13,13,1.0
13,14,0.48318277719613517
13,15,0.08124786237490457
13,16,0.42775395672482097
13,17,-0.2870027360692466
13,18,0.2498832245133962
13,19,0.2815260591590804
13,20,-0.564981227851675
13,21,0.44965256518413643
13,22,0.0866312728328839
13,23,-0.16728726168427815
13,24,0.13557288068718878
13,25,-0.6247604070905346
13,26,-0.6302626562188363
13,27,0.37128020328865885
13,28,0.2260851828997795
13,29,0.2091625361211305
13,30,-0.6437364162762166
14,1,-0.6125286138291521
14,2,-0.7224472114957193
14,3,-0.11490487277339344
14,4,0.0944457115058693
14,5,0.5379117955110383
14,6,-0.5689582270252238
14,7,-0.21828032791036103
14,8,0.5804924657288986
14,9,0.46940552019325404
14,10,-0.3738729922582203
14,11,-0.011420015516246376
14,12,0.44372566347694664
14,13,0.4831827771961352
14,14,0.9999999999999998
14,15,-0.08598302334773172
14,16,0.8253820928518318
14,17,-0.009207003621315312
14,18,0.08441644264272335
14,19,0.7295181014346188
14,20,-0.567744443768655
14,21,0.5315943224325946
14,22,0.5168674040643004
14,23,0.5056134587687456
14,24,0.42809919425283804
14,25,-0.631221036095537
14,26,-0.31712075731691275
14,27,0.0578747402088722
14,28,0.14244031231095242
14,29,0.645702893645268
14,30,-0.6354211703316496
15,1,0.3528078605547125
15,2,0.20366224655289505
15,3,0.8230414611205079
15,4,-0.03133472950001213
15,5,-0.43837650506570247
15,6,0.16783763110768266
15,7,0.6840896963009088
15,8,-0.49970131821490266
15,9,-0.09197627503117596
15,10,0.6581221077797457
15,11,0.77862883019515
15,12,0.550648778852382
15,13,0.08124786237490456
15,14,-0.08598302334773172
15,15,0.9999999999999999
15,16,-0.12777426866187347
15,17,0.5421537007786301
15,18,0.8299738489574655
15,19,-0.5301455726085776
15,20,0.5281678490014613
15,21,-0.3667015219387375
15,22,-0.402487127944091
15,23,-0.2473966576323759
15,24,-0.4337163424491507
15,25,0.2899945359127175
15,26,-0.08173182949252066
15,27,0.7163571651842012
15,28,0.7157433033933628
15,29,0.06549814000080756
15,30,0.41516428827277657
16,1,-0.5637022479605777
16,2,-0.6424060795214972
16,3,-0.12644990163778683
16,4,0.1719443587919625
16,5,0.7263327328084733
16,6,-0.6147818240956194
16,7,-0.2780247938276381
16,8,0.6574795165462232
16,9,0.40318110799335166
16,10,-0.42191037967672457
16,11,0.019690426160885736
16,12,0.5194747311622976
16,13,0.42775395672482097
16,14,0.8253820928518318
16,15,-0.12777426866187347
16,16,1.0
16,17,0.04817103914905191
16,18,0.05053298903056774
16,19,0.6799305274724652
16,20,-0.5518170612384488
16,21,0.24066334225463928
16,22,0.6634941818848086
16,23,0.6235337167950095
16,24,0.6016816451171377
16,25,-0.6836147812199195
16,26,-0.21420048827374916
16,27,0.07588542240292381
16,28,0.1529286747913748
16,29,0.7930823757737656
16,30,-0.5297988057288752
17,1,0.5226866108208754
17,2,0.35228889294921717
17,3,0.5068824669860066
17,4,0.052571099956751056
17,5,-0.0034369954283059853
17,6,0.38565150548550875
17,7,0.7039541580565015
17,8,-0.3709472437497464
17,9,-0.5524644422308922
17,10,0.7534969318755383
17,11,0.7945258584484602
17,12,0.4760039532853938
17,13,-0.2870027360692466
17,14,-0.009207003621315312
17,15,0.5421537007786301
17,16,0.04817103914905191
17,17,1.0
17,18,0.5545844226370721
17,19,-0.2613857259860712
17,20,0.6902971774431553
17,21,-0.46531324224066883
17,22,0.009621797405777132
17,23,0.06531114393497833
17,24,-0.025972406187843605
17,25,0.3155123784443389
17,26,0.27779159220815725
17,27,0.3580933894988691
17,28,0.36576314456122644
17,29,0.32277747408793755
17,30,0.5432791691680245
18,1,0.18183407888442077
18,2,0.05242025708007172
18,3,0.7962543984115271
18,4,-0.02326486662105833
18,5,-0.3194437040128442
18,6,-0.015499490341696306
18,7,0.6308453506955081
18,8,-0.3278488958199563
18,9,0.02578689613573122
18,10,0.5979350516052601
18,11,0.8071329817509781
18,12,0.6864411987912608
18,13,0.24988322451339623
18,14,0.08441644264272335
18,15,0.8299738489574655
18,16,0.05053298903056774
18,17,0.5545844226370721
18,18,0.9999999999999998
18,19,-0.38623007709678053
18,20,0.41911352164986226
18,21,-0.27619124113826
18,22,-0.29139330930842466
18,23,-0.182923792645537
18,24,-0.31453501591035193
18,25,0.15603399924146524
18,26,-0.1285334253382296
18,27,0.797457370791578
18,28,0.785620089013035
18,29,0.18064342551345372
18,30,0.2929416455803589
19,1,-0.672155068739165
19,2,-0.6849426280618252
19,3,-0.5764509686271737
19,4,0.10967082808649124
19,5,0.7512736601793443
19,6,-0.5030719837993389
19,7,-0.5319492379648713
19,8,0.7083262074986082
19,9,0.36967592250045855
19,10,-0.683015744580537
19,11,-0.46129884673109994
19,12,0.044044755183495286
19,13,0.2815260591590804
19,14,0.7295181014346188
19,15,-0.5301455726085776
19,16,0.6799305274724652
19,17,-0.2613857259860712
19,18,-0.38623007709678053
19,19,0.9999999999999999
19,20,-0.7435188117323225
19,21,0.5886747704493115
19,22,0.6238800602151885
19,23,0.6243465101690329
19,24,0.6889543598190656
19,25,-0.6540929016369227
19,26,-0.20643962091274376
19,27,-0.32715023934509
19,28,-0.29513217769539907
19,29,0.4483960977489664
19,30,-0.7190951090576145
20,1,0.8532924887148172
20,2,0.8004702733679776
20,3,0.5858474137974615
20,4,-0.04501362508732046
20,5,-0.5127705419516441
20,6,0.7256829484393404
20,7,0.7880707726901253
20,8,-0.7914126683348258
20,9,-0.7249143642320826
20,10,0.8795443651912233
20,11,0.6420313683177868
20,12,0.0853927240703842
20,13,-0.564981227851675
20,14,-0.567744443768655
20,15,0.5281678490014612
20,16,-0.5518170612384488
20,17,0.6902971774431553
20,18,0.41911352164986226
20,19,-0.7435188117323225
20,20,1.0
20,21,-0.6485409915980408
20,22,-0.45566767078805853
20,23,-0.30710960873148974
20,24,-0.5018898148990594
20,25,0.7749205736269723
20,26,0.4318457402326766
20,27,0.28892974639455293
20,28,0.26858425559347315
20,29,-0.209039482741313
20,30,0.8679581686285527
21,1,-0.6255116542737715
21,2,-0.6250604706736532
21,3,-0.37173982756286844
21,4,0.004734628137853896
21,5,0.0864503569377445
21,6,-0.4699602842445931
21,7,-0.5011799372361151
21,8,0.4640555835028144
21,9,0.5390576691380493
21,10,-0.535584885196652
21,11,-0.4038026727562036
21,12,-0.22375290963738553
21,13,0.44965256518413643
21,14,0.5315943224325946
21,15,-0.3667015219387375
21,16,0.24066334225463926
21,17,-0.4653132422406688
21,18,-0.27619124113826
21,19,0.5886747704493114
21,20,-0.6485409915980409
21,21,1.0
21,22,0.06549812185462064
21,23,0.03315605070509763
21,24,0.10758300855163538
21,25,-0.46726527698134096
21,26,-0.5218061101536586
21,27,-0.20938082356176516
21,28,-0.2804775055388245
21,29,-0.10001438582159146
21,30,-0.675328135428327
22,1,-0.37721943102661065
22,2,-0.40992301169027984
22,3,-0.506738711810664
22,4,0.06675873651790097
22,5,0.886281573365487
22,6,-0.3017316263187075
22,7,-0.3125920551982233
22,8,0.7082524415506256
22,9,0.07123731398501286
22,10,-0.42732230993859704
22,11,-0.27331057325291874
22,12,0.252928940215424
22,13,0.0866312728328839
22,14,0.5168674040643004
22,15,-0.402487127944091
22,16,0.6634941818848086
22,17,0.009621797405777132
22,18,-0.29139330930842466
22,19,0.6238800602151886
22,20,-0.45566767078805853
22,21,0.06549812185462066
22,22,1.0
22,23,0.5721651935826604
22,24,0.8264853572527925
22,25,-0.5003481320181433
22,26,0.10444995047217541
22,27,-0.25846272761507516
22,28,-0.17785185642523088
22,29,0.7230544367580148
22,30,-0.4063517557031287
23,1,-0.23096370752287215
23,2,-0.25793036085851534
23,3,-0.19327559962305685
23,4,0.13605287820851272
23,5,0.7191930263499403
23,6,-0.18827573578288137
23,7,-0.16977757938284088
23,8,0.3334442021355596
23,9,0.02099104856612079
23,10,-0.35325783799262767
23,11,-0.13381171321659113
23,12,0.2707965713823001
23,13,-0.16728726168427818
23,14,0.5056134587687456
23,15,-0.2473966576323759
23,16,0.6235337167950095
23,17,0.06531114393497833
23,18,-0.182923792645537
23,19,0.6243465101690329
23,20,-0.3071096087314897
23,21,0.03315605070509763
23,22,0.5721651935826604
23,23,1.0
23,24,0.5564554046624494
23,25,-0.3247255612036718
23,26,0.2074900311632964
23,27,-0.1969610104814344
23,28,-0.04782093264113878
23,29,0.6097047212415789
23,30,-0.26289148189609207
24,1,-0.4443313302628236
24,2,-0.4580043636742491
24,3,-0.6071901908001573
24,4,0.07822305698001197
24,5,0.9309550143006244
24,6,-0.3376295423955402
24,7,-0.363791870009927
24,8,0.7522245920446768
24,9,0.0815080070912867
24,10,-0.4902124017594421
24,11,-0.33282826358385154
24,12,0.17849599789095727
24,13,0.13557288068718876
24,14,0.428099194252838
24,15,-0.43371634244915075
24,16,0.6016816451171376
24,17,-0.025972406187843602
24,18,-0.31453501591035193
24,19,0.6889543598190656
24,20,-0.5018898148990594
24,21,0.10758300855163538
24,22,0.8264853572527925
24,23,0.5564554046624495
24,24,0.9999999999999999
24,25,-0.5530164187524929
24,26,0.06510613152976837
24,27,-0.2703756547848002
24,28,-0.22228373509260374
24,29,0.60365805869218
24,30,-0.4515668202163774
25,1,0.7576591213440343
25,2,0.8052551721825724
25,3,0.36469860218277855
25,4,-0.04532154674585049
25,5,-0.5607481012261657
25,6,0.7178721172888738
25,7,0.5475017482132727
25,8,-0.7735409590257271
25,9,-0.6483722550093798
25,10,0.6558155069473651
25,11,0.22561236285954225
25,12,-0.1907042484849535
25,13,-0.6247604070905346
25,14,-0.6312210360955371
25,15,0.28999453591271757
25,16,-0.6836147812199196
25,17,0.31551237844433894
25,18,0.15603399924146527
25,19,-0.6540929016369226
25,20,0.7749205736269723
25,21,-0.467265276981341
25,22,-0.5003481320181433
25,23,-0.32472556120367174
25,24,-0.5530164187524929
25,25,1.0
25,26,0.4927180072759649
25,27,-0.06421233207489595
25,28,0.03125976522331654
25,29,-0.4030427663893641
25,30,0.7478175691301154
26,1,0.6105904676460183
26,2,0.6119341041163779
26,3,-0.08698807896663242
26,4,0.07530326575847698
26,5,0.1239531849778255
26,6,0.533798619924333
26,7,0.2823913885043429
26,8,-0.24865681912896684
26,9,-0.6648980503936077
26,10,0.3299483091274898
26,11,-0.05346336057996937
26,12,-0.008733883212262688
26,13,-0.6302626562188363
26,14,-0.3171207573169128
26,15,-0.08173182949252066
26,16,-0.21420048827374918
26,17,0.27779159220815725
26,18,-0.1285334253382296
26,19,-0.2064396209127438
26,20,0.4318457402326766
26,21,-0.5218061101536586
26,22,0.10444995047217542
26,23,0.2074900311632964
26,24,0.06510613152976837
26,25,0.49271800727596493
26,26,1.0
26,27,-0.3072438375326471
26,28,-0.024049759597411492
26,29,0.05797430627440604
26,30,0.5743636220232465
27,1,0.04891537821964452
27,2,-0.06548777746393954
27,3,0.692748496311873
27,4,-0.031640997659148566
27,5,-0.2867570954662674
27,6,-0.11888144565414374
27,7,0.4723368318800955
27,8,-0.21705131428979982
27,9,0.1975439003265521
27,10,0.37829088783443393
27,11,0.7192926191752751
27,12,0.5670073457347259
27,13,0.37128020328865885
27,14,0.057874740208872205
27,15,0.7163571651842013
27,16,0.07588542240292383
27,17,0.3580933894988691
27,18,0.797457370791578
27,19,-0.32715023934508997
27,20,0.28892974639455293
27,21,-0.20938082356176516
27,22,-0.25846272761507516
27,23,-0.19696101048143438
27,24,-0.27037565478480013
27,25,-0.06421233207489595
27,26,-0.3072438375326471
27,27,0.9999999999999998
27,28,0.7620864949195806
27,29,0.16282497726958417
27,30,0.16197464303352177
28,1,0.13677672982997557
28,2,0.04526301164908537
28,3,0.7253480147401926
28,4,0.06970509792480062
28,5,-0.19695631926025903
28,6,-0.11876236763260838
28,7,0.48017122561267633
28,8,-0.25352502148269246
28,9,0.0858525279143771
28,10,0.43746893808378623
28,11,0.6222744493255349
28,12,0.6807317797540287
28,13,0.22608518289977952
28,14,0.14244031231095242
28,15,0.7157433033933627
28,16,0.15292867479137484
28,17,0.36576314456122644
28,18,0.785620089013035
28,19,-0.29513217769539907
28,20,0.2685842555934731
28,21,-0.2804775055388245
28,22,-0.1778518564252309
28,23,-0.04782093264113878
28,24,-0.2222837350926037
28,25,0.03125976522331654
28,26,-0.02404975959741149
28,27,0.7620864949195806
28,28,1.0
28,29,0.24544309993525104
28,30,0.268694977416113
29,1,-0.26570297319634334
29,2,-0.4034048597859813
29,3,-0.00972884454991003
29,4,0.13170827228013732
29,5,0.7140410614978318
29,6,-0.2024867278676474
29,7,0.09838989607181658
29,8,0.49547867858759465
29,9,0.10341328585387441
29,10,-0.13172752078882619
29,11,0.20088809097208976
29,12,0.590250775335875
29,13,0.20916253612113048
29,14,0.6457028936452679
29,15,0.06549814000080756
29,16,0.7930823757737657
29,17,0.3227774740879376
29,18,0.18064342551345375
29,19,0.4483960977489664
29,20,-0.209039482741313
29,21,-0.10001438582159146
29,22,0.723054436758015
29,23,0.609704721241579
29,24,0.6036580586921801
29,25,-0.40304276638936404
29,26,0.05797430627440604
29,27,0.16282497726958417
29,28,0.245443099935251
29,29,1.0
29,30,-0.2705362618807542
30,1,0.9158577327456167
30,2,0.9020041599365379
30,3,0.47814489465357846
30,4,-0.0320022489262313
30,5,-0.45880926493912916
30,6,0.6399271995300748
30,7,0.5815368802051534
30,8,-0.7784821894513361
30,9,-0.7643575748153532
30,10,0.8102560786560764
30,11,0.4818847086043116
30,12,0.04776136614613132
30,13,-0.6437364162762166
30,14,-0.6354211703316496
30,15,0.4151642882727766
30,16,-0.5297988057288752
30,17,0.5432791691680245
30,18,0.29294164558035896
30,19,-0.7190951090576144
30,20,0.8679581686285527
30,21,-0.6753281354283271
30,22,-0.4063517557031287
30,23,-0.26289148189609207
30,24,-0.45156682021637745
30,25,0.7478175691301154
30,26,0.5743636220232465
30,27,0.1619746430335218
30,28,0.268694977416113
30,29,-0.2705362618807542
30,30,1.0
