Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
6-January-2021,1.34,1.34,1.34,1.34,1.338095238095238095,210,3,281.00,210,100.00,0.00,0.00
5-January-2021,1.34,1.34,1.34,1.34,1.339717741935483870,992,3,1329.00,992,100.00,0.00,0.00
4-January-2021,1.41,1.41,1.41,1.41,1.400000000000000000,10,1,14.00,10,100.00,0.00,0.00
1-January-2021,1.48,1.48,1.48,1.48,1.000000000000000000,1,1,1.00,1,100.00,0.00,0.00
24-December-2020,1.55,1.55,1.55,1.55,1.500000000000000000,2,1,3.00,2,100.00,0.00,0.00
23-December-2020,1.63,1.63,1.63,1.63,1.629921259842519685,1143,2,1863.00,1143,100.00,0.00,0.00
22-December-2020,1.56,1.56,1.56,1.56,1.557377049180327868,305,2,475.00,305,100.00,0.00,0.00
21-December-2020,1.49,1.49,1.49,1.49,1.489880404783808647,2174,6,3239.00,2174,100.00,0.00,0.00
18-December-2020,1.37,1.45,1.37,1.42,1.434210526315789473,152,4,218.00,152,100.00,0.08,0.05
16-December-2020,1.44,1.58,1.44,1.44,1.500000000000000000,12,3,18.00,12,100.00,0.14,0.00
15-December-2020,1.51,1.51,1.51,1.51,1.000000000000000000,1,1,1.00,1,100.00,0.00,0.00
14-December-2020,1.44,1.44,1.44,1.44,1.440000000000000000,250,2,360.00,250,100.00,0.00,0.00
11-December-2020,1.58,1.58,1.44,1.44,1.438775510204081632,294,5,423.00,294,100.00,0.14,-0.14
10-December-2020,1.51,1.51,1.51,1.51,1.508982035928143712,501,1,756.00,501,100.00,0.00,0.00
9-December-2020,1.44,1.51,1.44,1.51,1.484782608695652173,1840,3,2732.00,1840,100.00,0.07,0.07
8-December-2020,1.51,1.51,1.50,1.51,1.509716823986674069,1801,7,2719.00,1801,100.00,0.01,0.00
4-December-2020,1.44,1.44,1.44,1.44,1.440000000000000000,100,1,144.00,100,100.00,0.00,0.00
