Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
13-January-2021,6.60,6.60,6.60,6.60,6.600000000000000000,70,1,462.00,70,100.00,0.00,0.00
8-January-2021,6.60,6.60,6.60,6.60,6.600000000000000000,900,1,5940.00,900,100.00,0.00,0.00
6-January-2021,6.55,6.55,6.55,6.55,6.550000000000000000,100,1,655.00,100,100.00,0.00,0.00
18-December-2020,6.55,6.55,6.55,6.55,6.548387096774193548,31,2,203.00,31,100.00,0.00,0.00
14-December-2020,6.55,6.55,6.55,6.55,6.550000000000000000,20,1,131.00,20,100.00,0.00,0.00
6-October-2020,6.60,6.60,6.60,6.60,6.600000000000000000,1500,1,9900.00,1500,100.00,0.00,0.00
18-September-2020,6.82,6.82,6.80,6.80,6.500000000000000000,2,2,13.00,2,100.00,0.02,-0.02
10-September-2020,6.50,6.50,6.50,6.50,6.333333333333333333,3,1,19.00,3,100.00,0.00,0.00
9-September-2020,6.50,6.50,6.50,6.50,6.500000000000000000,80,4,520.00,80,100.00,0.00,0.00
8-September-2020,6.37,6.37,6.37,6.37,6.000000000000000000,1,1,6.00,1,100.00,0.00,0.00
22-July-2020,6.35,6.35,6.35,6.35,6.320000000000000000,25,1,158.00,25,100.00,0.00,0.00
17-July-2020,6.68,6.68,6.68,6.68,6.680000000000000000,600,2,4008.00,600,100.00,0.00,0.00
25-June-2020,6.37,6.37,6.37,6.37,6.369090909090909090,550,4,3503.00,550,100.00,0.00,0.00
24-June-2020,6.37,6.37,6.37,6.37,6.370000000000000000,200,1,1274.00,200,100.00,0.00,0.00
23-June-2020,6.70,6.70,6.70,6.70,6.700000000000000000,1200,2,8040.00,1200,100.00,0.00,0.00
22-June-2020,7.00,7.00,7.00,7.00,7.000000000000000000,654,1,4578.00,654,100.00,0.00,0.00
28-April-2020,7.05,7.05,7.05,7.05,7.000000000000000000,1,1,7.00,1,100.00,0.00,0.00
27-April-2020,7.08,7.08,7.08,7.08,7.066666666666666666,15,1,106.00,15,100.00,0.00,0.00
20-April-2020,7.08,7.08,7.08,7.08,7.000000000000000000,5,1,35.00,5,100.00,0.00,0.00
13-April-2020,7.08,7.08,7.08,7.08,7.000000000000000000,10,1,70.00,10,100.00,0.00,0.00
30-March-2020,7.08,7.08,7.08,7.08,7.080000000000000000,8400,1,59472.00,8400,100.00,0.00,0.00
3-March-2020,7.45,7.45,7.45,7.45,7.363636363636363636,11,1,81.00,11,100.00,0.00,0.00
2-March-2020,7.45,7.45,7.45,7.45,7.000000000000000000,1,1,7.00,1,100.00,0.00,0.00
31-January-2020,7.45,7.45,7.45,7.45,7.000000000000000000,2,1,14.00,2,100.00,0.00,0.00
27-January-2020,7.14,7.45,7.14,7.45,7.333333333333333333,3,3,22.00,3,100.00,0.31,0.31
24-December-2019,7.14,7.14,7.14,7.14,7.133333333333333333,30,2,214.00,30,100.00,0.00,0.00
23-December-2019,7.51,7.51,7.51,7.51,7.000000000000000000,1,1,7.00,1,100.00,0.00,0.00
19-December-2019,7.51,7.51,7.51,7.51,7.000000000000000000,1,1,7.00,1,100.00,0.00,0.00
13-December-2019,7.51,7.51,7.51,7.51,7.507407407407407407,270,3,2027.00,270,100.00,0.00,0.00
11-December-2019,7.90,7.90,7.90,7.90,7.886363636363636363,44,2,347.00,44,100.00,0.00,0.00
10-December-2019,7.53,7.53,7.53,7.53,7.466666666666666666,15,1,112.00,15,100.00,0.00,0.00
9-December-2019,7.53,7.53,7.53,7.53,7.466666666666666666,15,1,112.00,15,100.00,0.00,0.00
6-December-2019,7.54,7.54,7.54,7.54,7.538461538461538461,78,2,588.00,78,100.00,0.00,0.00
13-November-2019,7.93,7.93,7.93,7.93,7.929676511954992967,711,9,5638.00,711,100.00,0.00,0.00
11-November-2019,7.93,7.93,7.93,7.93,7.800000000000000000,5,1,39.00,5,100.00,0.00,0.00
24-October-2019,7.93,7.93,7.93,7.93,7.900000000000000000,10,1,79.00,10,100.00,0.00,0.00
23-October-2019,7.56,7.56,7.56,7.56,7.000000000000000000,1,1,7.00,1,100.00,0.00,0.00
22-October-2019,7.20,7.20,7.20,7.20,7.200000000000000000,50,1,360.00,50,100.00,0.00,0.00
14-October-2019,6.86,6.86,6.86,6.86,6.859060402684563758,149,4,1022.00,149,100.00,0.00,0.00
4-October-2019,6.86,6.86,6.86,6.86,6.846153846153846153,52,5,356.00,52,100.00,0.00,0.00
21-May-2019,6.86,6.86,6.86,6.86,6.000000000000000000,1,1,6.00,1,100.00,0.00,0.00
26-April-2019,6.86,6.86,6.86,6.86,6.859140859140859140,1001,3,6866.00,1001,100.00,0.00,0.00
23-April-2019,7.22,7.22,7.22,7.22,7.220000000000000000,1000,1,7220.00,1000,100.00,0.00,0.00
22-April-2019,7.60,7.60,7.60,7.60,7.600000000000000000,300,1,2280.00,300,100.00,0.00,0.00
