Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
20-January-2021,155.95,155.95,146.00,148.65,151.071186440677966101,590,26,89132.00,590,100.00,9.95,-7.30
19-January-2021,151.05,151.05,145.15,150.05,148.724867724867724867,1512,28,224872.00,1512,100.00,5.90,-1.00
18-January-2021,154.90,154.90,146.00,151.85,150.861884009386523633,2983,58,450021.00,2983,100.00,8.90,-3.05
15-January-2021,157.50,157.50,148.85,148.85,151.763811871020743479,4869,57,738938.00,4869,100.00,8.65,-8.65
14-January-2021,158.00,160.00,154.00,156.65,157.299329332862689728,2833,26,445629.00,2833,100.00,6.00,-1.35
13-January-2021,164.95,164.95,152.30,154.55,154.957146781430271953,10921,57,1692287.00,10921,100.00,12.65,-10.40
12-January-2021,158.10,163.25,153.55,160.30,157.936202340505851264,2649,50,418373.00,2649,100.00,9.70,2.20
11-January-2021,160.95,164.05,156.15,156.70,159.262748487467588591,2314,45,368534.00,2314,100.00,7.90,-4.25
8-January-2021,154.90,157.50,150.05,156.25,156.050349362926428277,4866,91,759341.00,4866,100.00,7.45,1.35
7-January-2021,141.55,150.10,141.55,150.00,148.380798004987531172,4010,56,595007.00,4010,100.00,8.55,8.45
6-January-2021,145.90,149.20,142.00,148.95,145.475130198505547588,13249,88,1927400.00,13249,100.00,7.20,3.05
5-January-2021,140.00,144.00,137.05,142.10,143.106669896640826873,12384,74,1772233.00,12384,100.00,6.95,2.10
4-January-2021,139.90,143.20,136.05,138.95,139.485191347753743760,3005,64,419153.00,3005,100.00,7.15,-0.95
1-January-2021,135.10,138.95,133.85,137.95,134.569027611044417767,833,19,112096.00,833,100.00,5.10,2.85
31-December-2020,135.00,139.00,133.00,135.30,136.957170668397144711,1541,27,211051.00,1541,100.00,6.00,0.30
30-December-2020,135.00,136.00,134.00,134.10,134.942157953281423804,2697,65,363939.00,2169,80.42,2.00,-0.90
29-December-2020,140.90,143.00,134.85,137.60,138.669407894736842105,1824,149,252933.00,900,49.34,8.15,-3.30
28-December-2020,135.00,143.00,135.00,140.55,139.252497280189892196,10111,346,1407982.00,7621,75.37,8.00,5.55
24-December-2020,131.40,135.00,126.60,133.30,133.425368454060834117,6378,186,850987.00,6026,94.48,8.40,1.90
23-December-2020,124.00,128.90,122.35,128.05,126.661483701760959160,5338,179,676119.00,4586,85.91,6.55,4.05
22-December-2020,117.40,131.90,112.45,124.60,119.390923043192282394,4561,131,544542.00,3170,69.50,19.45,7.20
21-December-2020,127.35,133.00,117.00,118.65,123.181526390870185449,16824,288,2072406.00,12599,74.89,16.00,-8.70
18-December-2020,119.75,128.00,115.00,127.00,122.332889835018626929,15032,525,1838908.00,8224,54.71,13.00,7.25
17-December-2020,113.15,124.95,113.00,119.40,119.660171102661596958,44184,1315,5287065.00,19020,43.05,11.95,6.25
16-December-2020,108.60,114.70,102.60,111.45,110.778409090909090909,16544,546,1832718.00,12426,75.11,12.10,2.85
15-December-2020,102.10,108.00,101.35,106.75,104.624315103897446500,19346,604,2024062.00,10485,54.20,6.65,4.65
14-December-2020,102.25,104.05,96.00,103.30,103.105886575735821966,2786,116,287253.00,2112,75.81,8.05,1.05
11-December-2020,102.05,105.50,99.80,102.15,102.627236315086782376,7490,182,768678.00,6694,89.37,5.70,0.10
10-December-2020,105.00,105.00,98.55,101.15,100.558422487937906440,4767,204,479362.00,3444,72.25,6.45,-3.85
9-December-2020,100.20,105.75,100.20,104.20,103.934749153585718682,16245,356,1688420.00,8142,50.12,5.55,4.00
8-December-2020,99.95,112.00,95.55,106.10,106.158616248044898334,65214,2008,6923028.00,34895,53.51,16.45,6.15
7-December-2020,92.65,97.30,92.65,95.00,95.725034044484793463,8812,197,843529.00,5116,58.06,4.65,2.35
4-December-2020,92.55,98.15,92.55,95.00,95.799043634190077704,8365,471,801359.00,4195,50.15,5.60,2.45
3-December-2020,90.95,94.85,90.25,94.60,92.611724359661343907,9331,267,864160.00,5277,56.55,4.60,3.65
2-December-2020,91.15,92.10,91.15,91.75,91.654001151410477835,1737,29,159203.00,389,22.39,0.95,0.60
1-December-2020,91.00,95.00,90.55,92.10,92.118744381180701228,13348,381,1229601.00,3683,27.59,4.45,1.10
27-November-2020,90.00,91.00,88.30,88.80,89.169711644287915474,4543,95,405098.00,2233,49.15,2.70,-1.20
26-November-2020,85.80,92.60,85.80,89.95,88.613382899628252788,5649,118,500577.00,2393,42.36,6.80,4.15
25-November-2020,86.40,89.00,86.40,87.00,87.590748230535894843,3956,64,346509.00,766,19.36,2.60,0.60
24-November-2020,87.90,89.00,87.00,87.35,88.279108175061932287,1211,41,106906.00,1045,86.29,2.00,-0.55
23-November-2020,91.00,93.00,86.00,87.90,89.382486388384754990,6612,206,590997.00,4741,71.70,7.00,-3.10
20-November-2020,91.60,91.60,88.00,89.25,89.804678692220969560,7096,100,637254.00,5053,71.21,3.60,-2.35
19-November-2020,84.35,93.60,84.35,87.45,90.084415199478333036,16869,263,1519634.00,7229,42.85,9.25,3.10
18-November-2020,92.00,92.00,86.50,87.30,88.425684864969885370,5147,97,455127.00,670,13.02,5.50,-4.70
17-November-2020,88.90,89.35,85.60,88.00,87.350476740826350765,3461,127,302320.00,872,25.20,3.75,-0.90
14-November-2020,91.55,91.95,89.35,89.35,90.884615384615384615,78,3,7089.00,52,66.67,2.60,-2.20
13-November-2020,89.00,89.00,88.05,88.05,88.653846153846153846,156,3,13830.00,156,100.00,0.95,-0.95
12-November-2020,85.20,90.00,85.20,86.20,88.605559729526671675,6655,360,589670.00,1565,23.52,4.80,1.00
11-November-2020,90.05,90.70,87.40,89.35,88.417127799736495388,3795,128,335543.00,691,18.21,3.30,-0.70
10-November-2020,86.05,92.00,83.00,87.65,87.422594142259414225,478,25,41788.00,438,91.63,9.00,1.60
9-November-2020,84.25,96.00,84.25,91.00,90.713341112407623492,2571,20,233224.00,977,38.00,11.75,6.75
6-November-2020,83.40,86.65,82.00,86.65,83.039215686274509803,102,4,8470.00,100,98.04,4.65,3.25
5-November-2020,86.45,86.50,86.45,86.45,86.450000000000000000,100,2,8645.00,100,100.00,0.05,0.00
4-November-2020,86.50,86.75,83.30,83.35,84.632587859424920127,626,11,52980.00,82,13.10,3.45,-3.15
