Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
6-January-2021,162.00,162.00,154.30,156.05,158.504508586705333272,22069,906,3498036.00,14783,66.99,7.70,-5.95
5-January-2021,153.00,156.75,153.00,156.15,156.084671532846715328,5480,185,855344.00,4584,83.65,3.75,3.15
4-January-2021,156.00,158.40,150.25,156.10,154.670347957639939485,19830,730,3067113.00,14678,74.02,8.15,0.10
1-January-2021,154.00,154.55,152.10,153.70,153.191870284877829073,8881,592,1360497.00,6661,75.00,2.45,-0.30
31-December-2020,148.00,155.85,147.00,152.90,152.485057238375037990,19742,1036,3010360.00,10511,53.24,8.85,4.90
30-December-2020,146.80,148.25,143.00,146.80,145.729401561144839549,8071,353,1176182.00,6395,79.23,5.25,0.00
29-December-2020,149.80,149.80,145.45,148.50,148.006322659596165612,4903,446,725675.00,3440,70.16,4.35,-1.30
28-December-2020,144.00,148.40,143.20,147.60,146.567571127502634351,22776,1326,3338223.00,18310,80.39,5.20,3.60
24-December-2020,140.00,144.80,139.80,143.35,142.704068941009239516,11256,651,1606277.00,8181,72.68,5.00,3.35
23-December-2020,145.00,145.00,136.35,141.45,140.337540906965871902,6417,214,900546.00,4592,71.56,8.65,-3.55
22-December-2020,125.00,137.50,123.75,136.00,130.239257638020368054,44776,1448,5831593.00,26851,59.97,13.75,11.00
21-December-2020,144.00,147.30,129.20,131.50,140.580296735905044510,50550,2219,7106334.00,39845,78.82,18.10,-12.50
18-December-2020,143.65,147.45,141.20,141.85,142.537126010045861541,9158,593,1305355.00,5759,62.88,6.25,-1.80
17-December-2020,145.55,147.25,142.50,143.45,144.903375149342891278,13392,637,1940546.00,8843,66.03,4.75,-2.10
16-December-2020,146.95,148.05,145.00,145.75,146.146689335978086332,10587,576,1547255.00,7904,74.66,3.05,-1.20
15-December-2020,148.00,150.00,144.25,146.60,147.363137144466347507,7102,317,1046573.00,2597,36.57,5.75,-1.40
14-December-2020,149.95,149.95,145.15,147.65,147.693235572374645222,8456,378,1248894.00,5323,62.95,4.80,-2.30
11-December-2020,146.95,152.00,146.00,147.85,149.409483586100979074,10418,401,1556548.00,5281,50.69,6.00,0.90
10-December-2020,144.00,147.15,139.45,143.85,142.828128817866393002,20463,756,2922692.00,11889,58.10,7.70,-0.15
9-December-2020,148.85,148.90,144.40,144.75,146.347449584816132858,8430,195,1233709.00,6869,81.48,4.50,-4.10
8-December-2020,148.80,149.85,146.00,146.65,147.629066648325194304,14539,456,2146379.00,6238,42.91,3.85,-2.15
7-December-2020,144.50,149.85,143.70,144.85,145.951824596009407480,26362,1035,3847582.00,16754,63.55,6.15,0.35
4-December-2020,145.70,145.75,141.00,142.75,143.130396397987110444,11327,399,1621238.00,7279,64.26,4.75,-2.95
3-December-2020,143.00,144.50,142.30,142.65,143.119251198341754113,15438,769,2209475.00,12617,81.73,2.20,-0.35
2-December-2020,143.10,146.85,141.00,142.70,143.003446458257308518,49326,1120,7053788.00,32215,65.31,5.85,-0.40
1-December-2020,134.00,145.40,132.10,143.10,141.549411495416049248,83007,3014,11749592.00,46680,56.24,13.30,9.10
27-November-2020,129.95,133.20,129.50,132.25,131.994819384919700466,21233,634,2802646.00,13859,65.27,3.70,2.30
26-November-2020,129.60,131.30,127.65,130.40,129.489295718287314925,9996,292,1294375.00,6864,68.67,3.65,0.80
25-November-2020,131.00,132.10,129.00,130.30,130.381366644360175477,13449,530,1753499.00,8269,61.48,3.10,-0.70
24-November-2020,129.20,130.65,127.30,127.50,128.200602182913059841,5314,245,681258.00,3094,58.22,3.35,-1.70
23-November-2020,131.20,132.60,124.75,128.80,129.198472901487174368,20038,707,2588879.00,12163,60.70,7.85,-2.40
20-November-2020,129.65,132.60,129.65,130.25,130.780163843155969140,12573,409,1644299.00,8362,66.51,2.95,0.60
19-November-2020,129.00,133.95,127.05,129.65,129.844875346260387811,42237,1533,5484258.00,25368,60.06,6.90,0.65
18-November-2020,121.10,131.20,120.00,129.40,127.172739172336416334,69521,2345,8841176.00,35623,51.24,11.20,8.30
17-November-2020,121.75,122.20,120.00,120.60,120.645876207060313439,18951,440,2286360.00,13821,72.93,2.20,-1.15
14-November-2020,120.05,122.20,120.00,121.90,121.778753993610223642,5008,236,609868.00,4460,89.06,2.20,1.85
13-November-2020,122.00,122.00,119.50,120.30,120.345808108603925885,5451,208,656005.00,3689,67.68,2.50,-1.70
12-November-2020,119.00,123.20,119.00,121.90,122.342349616471538150,7431,390,909126.00,5428,73.05,4.20,2.90
11-November-2020,119.45,122.35,118.75,122.05,121.018988148336944055,7847,528,949636.00,6321,80.55,3.60,2.60
10-November-2020,120.20,120.25,117.20,119.90,118.647265693687357130,5687,259,674747.00,4197,73.80,3.05,-0.30
9-November-2020,117.40,120.50,116.60,119.45,118.414619883040935672,3420,219,404978.00,1942,56.78,3.90,2.05
6-November-2020,117.35,117.85,116.45,116.80,117.232641770401106500,3615,160,423796.00,1164,32.20,1.40,-0.55
5-November-2020,117.70,117.70,116.35,116.55,116.725280542028371797,9446,346,1102587.00,8190,86.70,1.35,-1.15
4-November-2020,118.10,118.10,115.75,116.90,116.879937791601866251,3215,182,375769.00,2006,62.40,2.35,-1.20
3-November-2020,115.00,121.00,115.00,117.00,118.045854922279792746,7720,352,911314.00,4878,63.19,6.00,2.00
2-November-2020,123.60,124.75,118.10,119.00,120.812444155633173584,12311,523,1487322.00,8293,67.36,6.65,-4.60
30-October-2020,123.80,124.40,121.00,122.40,122.896514827269948028,13084,513,1607978.00,7309,55.86,3.40,-1.40
29-October-2020,120.10,122.10,118.30,121.55,120.566177947378991765,4979,204,600299.00,2701,54.25,3.80,1.45
28-October-2020,122.50,122.55,120.00,120.70,121.179533722843042713,17629,557,2136274.00,14283,81.02,2.55,-1.80
27-October-2020,117.35,124.95,114.20,124.05,122.476643084732948101,18517,660,2267900.00,8855,47.82,10.75,6.70
26-October-2020,119.90,119.90,115.90,116.65,117.308752584424534803,2902,152,340430.00,1691,58.27,4.00,-3.25
23-October-2020,119.00,122.00,118.20,118.90,120.309124328400414742,21218,649,2552719.00,13529,63.76,3.80,-0.10
22-October-2020,111.00,119.00,111.00,118.55,116.468983765067128344,30613,932,3565465.00,20918,68.33,8.00,7.55
21-October-2020,112.55,114.55,112.10,113.00,112.977026522226372805,10708,291,1209758.00,7675,71.68,2.45,0.45
20-October-2020,112.90,113.55,111.00,111.40,112.082297641810070108,12552,377,1406857.00,7645,60.91,2.55,-1.50
19-October-2020,113.10,113.40,111.55,112.10,112.329939209726443768,6580,257,739131.00,4297,65.30,1.85,-1.00
16-October-2020,112.10,114.50,111.55,112.70,112.759199318568994889,11740,423,1323793.00,6207,52.87,2.95,0.60
15-October-2020,114.90,115.35,111.20,112.10,113.768949294302143230,19130,992,2176400.00,10801,56.46,4.15,-2.80
14-October-2020,113.30,113.80,111.00,113.40,112.502134448708550730,23191,1118,2609037.00,18361,79.17,2.80,0.10
13-October-2020,115.45,117.65,113.25,114.20,115.903450459006014561,22113,686,2562973.00,19317,87.36,4.40,-1.25
12-October-2020,120.00,121.45,110.10,113.10,114.113395506570580754,51898,1740,5922257.00,31638,60.96,11.35,-6.90
9-October-2020,126.90,127.00,117.55,121.30,122.095579815253072753,26198,892,3198660.00,15563,59.41,9.45,-5.60
8-October-2020,129.90,129.90,117.75,122.00,123.322972899285675336,55017,2202,6784860.00,30551,55.53,12.15,-7.90
7-October-2020,118.40,126.50,113.10,126.35,124.686818056342530038,344145,4329,42910345.00,209025,60.74,13.40,7.95
6-October-2020,132.25,133.15,109.50,115.00,119.210608472719002625,193468,10264,23063438.00,81619,42.19,23.65,-17.25
5-October-2020,161.00,166.30,131.20,133.55,141.339762582164230354,101930,5192,14406762.00,61989,60.82,35.10,-27.45
1-October-2020,171.80,176.00,161.50,162.75,168.271174284410249722,15337,667,2580775.00,10727,69.94,14.50,-9.05
30-September-2020,169.35,172.65,166.95,168.95,168.998135818908122503,3755,269,634588.00,1782,47.46,5.70,-0.40
