Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
6-January-2021,877.80,878.00,855.60,861.10,866.159196290571870170,647,61,560405.00,416,64.30,22.40,-16.70
5-January-2021,871.00,888.00,860.00,866.25,875.056947608200455580,439,43,384150.00,347,79.04,28.00,-4.75
4-January-2021,863.50,889.00,851.00,871.05,864.763461538461538461,1040,76,899354.00,773,74.33,38.00,7.55
1-January-2021,867.80,879.85,852.00,863.10,861.989035087719298245,456,32,393067.00,402,88.16,27.85,-4.70
31-December-2020,858.05,893.00,850.15,856.15,864.767550702028081123,1282,56,1108632.00,1243,96.96,42.85,-1.90
30-December-2020,872.70,881.95,847.55,859.85,862.820945945945945945,296,50,255395.00,216,72.97,34.40,-12.85
29-December-2020,882.00,893.00,861.75,872.70,873.514193025141930251,1233,84,1077043.00,1135,92.05,31.25,-9.30
28-December-2020,831.75,873.00,831.55,861.30,856.673758865248226950,846,69,724746.00,507,59.93,41.45,29.55
24-December-2020,816.50,882.00,816.50,850.40,857.191176470588235294,544,46,466312.00,454,83.46,65.50,33.90
23-December-2020,863.00,863.00,808.80,839.70,836.297691373025516403,823,71,688273.00,671,81.53,54.20,-23.30
22-December-2020,803.00,845.00,780.00,825.50,805.267452402538531278,1103,78,888210.00,872,79.06,65.00,22.50
21-December-2020,845.50,892.00,752.00,806.00,816.199782844733984799,921,97,751720.00,627,68.08,140.00,-39.50
18-December-2020,906.00,906.00,860.00,867.10,888.402439024390243902,410,55,364245.00,281,68.54,46.00,-38.90
17-December-2020,918.00,918.00,884.00,900.00,905.604810996563573883,1164,61,1054124.00,1047,89.95,34.00,-18.00
16-December-2020,846.55,899.75,846.50,895.40,887.844180225281602002,1598,131,1418775.00,1446,90.49,53.25,48.85
15-December-2020,848.20,874.30,839.50,853.85,859.130601792573623559,781,47,670981.00,628,80.41,34.80,5.65
14-December-2020,850.00,860.75,847.00,848.20,853.310049019607843137,816,40,696301.00,587,71.94,13.75,-1.80
11-December-2020,855.00,859.00,847.00,847.00,851.739130434782608695,138,12,117540.00,138,100.00,12.00,-8.00
10-December-2020,827.00,860.75,827.00,850.00,853.846275752773375594,631,33,538777.00,593,93.98,33.75,23.00
9-December-2020,847.00,865.00,847.00,848.50,855.082116788321167883,548,37,468585.00,504,91.97,18.00,1.50
8-December-2020,898.70,898.70,850.00,852.85,860.769333333333333333,750,79,645577.00,679,90.53,48.70,-45.85
7-December-2020,850.15,888.00,806.60,867.75,867.741176470588235294,1445,127,1253886.00,1257,86.99,81.40,17.60
4-December-2020,850.95,851.00,805.00,811.20,825.184095860566448801,918,86,757519.00,678,73.86,46.00,-39.75
3-December-2020,820.00,850.00,820.00,833.70,834.000000000000000000,673,65,561282.00,598,88.86,30.00,13.70
2-December-2020,817.00,830.00,806.20,817.95,815.531250000000000000,480,65,391455.00,359,74.79,23.80,0.95
1-December-2020,813.00,825.00,784.00,818.60,812.452802359882005899,678,46,550843.00,641,94.54,41.00,5.60
27-November-2020,809.95,820.00,780.20,803.50,808.383900928792569659,646,49,522216.00,595,92.11,39.80,-6.45
26-November-2020,788.00,809.00,780.00,801.20,796.416362308254200146,1369,62,1090294.00,1329,97.08,29.00,13.20
25-November-2020,789.00,790.00,760.50,776.85,779.493395493395493395,1287,97,1003208.00,1083,84.15,29.50,-12.15
24-November-2020,790.00,790.00,746.00,766.35,753.564300564300564300,6734,313,5074502.00,5951,88.37,44.00,-23.65
23-November-2020,792.00,800.00,760.00,790.60,784.886777513855898653,1263,135,991312.00,1086,85.99,40.00,-1.40
20-November-2020,800.00,800.00,791.00,797.35,798.407166123778501628,614,46,490222.00,559,91.04,9.00,-2.65
19-November-2020,800.60,810.00,790.00,790.70,795.705467372134038800,2835,152,2255825.00,2722,96.01,20.00,-9.90
18-November-2020,825.00,825.00,800.15,805.95,810.879093198992443324,397,47,321919.00,341,85.89,24.85,-19.05
17-November-2020,831.75,831.75,795.20,815.25,808.884393063583815028,865,101,699685.00,607,70.17,36.55,-16.50
14-November-2020,838.90,850.00,825.00,833.20,836.194444444444444444,216,21,180618.00,216,100.00,25.00,-5.70
13-November-2020,810.05,850.00,810.05,825.00,825.734824281150159744,313,28,258455.00,275,87.86,39.95,14.95
12-November-2020,816.00,819.95,815.00,816.60,818.429864253393665158,442,43,361746.00,426,96.38,4.95,0.60
11-November-2020,818.00,827.00,801.20,815.35,813.698159509202453987,815,70,663164.00,735,90.18,25.80,-2.65
10-November-2020,837.00,837.00,817.00,824.90,825.222068488412314078,2891,55,2385717.00,2834,98.03,20.00,-12.10
9-November-2020,832.00,836.80,808.20,830.00,823.463844797178130511,1134,58,933808.00,981,86.51,28.60,-2.00
6-November-2020,822.60,840.00,821.00,827.60,835.932238193018480492,487,38,407099.00,427,87.68,19.00,5.00
5-November-2020,817.00,839.00,816.00,836.15,833.555160142348754448,562,37,468458.00,548,97.51,23.00,19.15
4-November-2020,840.00,840.00,820.00,830.00,826.971080669710806697,657,33,543320.00,651,99.09,20.00,-10.00
3-November-2020,840.00,840.00,821.00,827.20,837.951020408163265306,490,20,410596.00,485,98.98,19.00,-12.80
2-November-2020,840.00,840.00,801.00,839.80,818.220138888888888888,1440,78,1178237.00,1256,87.22,39.00,-0.20
30-October-2020,847.00,879.80,835.00,840.00,841.246239944036376355,2859,72,2405123.00,2799,97.90,44.80,-7.00
29-October-2020,849.80,850.00,845.00,849.75,849.195402298850574712,174,25,147760.00,174,100.00,5.00,-0.05
28-October-2020,917.00,917.00,845.10,849.85,851.579969242599000384,5202,109,4429919.00,4561,87.68,71.90,-67.15
27-October-2020,855.00,890.00,850.00,877.95,877.985714285714285714,490,33,430213.00,387,78.98,40.00,22.95
26-October-2020,851.00,920.00,851.00,868.90,886.409566517189835575,669,44,593008.00,593,88.64,69.00,17.90
23-October-2020,894.00,894.00,875.00,876.50,880.278350515463917525,291,24,256161.00,266,91.41,19.00,-17.50
22-October-2020,894.80,895.00,875.00,883.15,885.351916376306620209,287,30,254096.00,228,79.44,20.00,-11.65
21-October-2020,877.05,900.00,870.00,889.95,879.424107142857142857,448,21,393982.00,385,85.94,30.00,12.90
20-October-2020,875.20,885.00,875.00,875.00,878.467826086956521739,575,24,505119.00,542,94.26,10.00,-0.20
19-October-2020,906.80,906.80,875.00,879.25,886.032967032967032967,728,28,645032.00,669,91.90,31.80,-27.55
16-October-2020,898.00,939.90,885.00,890.80,893.115591397849462365,744,44,664478.00,610,81.99,54.90,-7.20
15-October-2020,876.00,900.00,875.00,886.90,893.927325581395348837,344,37,307511.00,326,94.77,25.00,10.90
14-October-2020,876.60,891.00,875.00,877.50,877.940691927512355848,607,50,532910.00,514,84.68,16.00,0.90
13-October-2020,873.40,913.80,873.40,882.60,883.330769230769230769,260,31,229666.00,233,89.62,40.40,9.20
12-October-2020,904.00,916.55,890.00,900.00,899.739190116678105696,1457,57,1310920.00,1420,97.46,26.55,-4.00
9-October-2020,934.80,934.80,901.00,904.15,907.578947368421052631,209,24,189684.00,157,75.12,33.80,-30.65
8-October-2020,937.00,937.00,908.00,923.35,925.148698884758364312,538,38,497730.00,376,69.89,29.00,-13.65
7-October-2020,902.00,937.00,900.00,929.20,923.175182481751824817,274,30,252950.00,218,79.56,37.00,27.20
6-October-2020,914.95,914.95,900.00,911.95,903.151051625239005736,523,45,472348.00,465,88.91,14.95,-3.00
5-October-2020,938.00,946.00,905.00,908.80,920.265822784810126582,395,47,363505.00,322,81.52,41.00,-29.20
1-October-2020,939.00,940.00,910.00,938.00,923.695011337868480725,882,40,814699.00,832,94.33,30.00,-1.00
30-September-2020,921.00,949.45,900.00,924.40,931.316996871741397288,959,68,893133.00,761,79.35,49.45,3.40
29-September-2020,906.00,944.00,862.10,917.55,909.691144708423326133,463,63,421187.00,348,75.16,81.90,11.55
28-September-2020,915.00,920.00,890.20,903.70,901.587677725118483412,211,35,190235.00,138,65.40,29.80,-11.30
25-September-2020,920.00,920.00,900.00,916.60,911.548780487804878048,328,37,298988.00,194,59.15,20.00,-3.40
24-September-2020,882.00,952.50,820.60,884.75,884.502773925104022191,1442,108,1275453.00,693,48.06,131.90,2.75
23-September-2020,1044.90,1044.90,891.00,953.80,944.996090973702914001,2814,149,2659219.00,1489,52.91,153.90,-91.10
