Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
6-January-2021,3.74,3.74,3.70,3.70,3.725000000000000000,4800,9,17880.00,4800,100.00,0.04,-0.04
5-January-2021,3.57,3.57,3.57,3.57,3.569984840828701364,5937,16,21195.00,5937,100.00,0.00,0.00
4-January-2021,3.75,3.75,3.75,3.75,3.749629629629629629,1350,5,5062.00,1350,100.00,0.00,0.00
1-January-2021,3.61,3.61,3.61,3.61,3.610000000000000000,5900,5,21299.00,5900,100.00,0.00,0.00
31-December-2020,3.60,3.75,3.60,3.60,3.599847560975609756,1312,5,4723.00,1312,100.00,0.15,0.00
30-December-2020,3.78,3.78,3.78,3.78,3.777777777777777777,63,5,238.00,63,100.00,0.00,0.00
29-December-2020,3.68,3.80,3.45,3.78,3.738343390016456390,1823,13,6815.00,1823,100.00,0.35,0.10
28-December-2020,3.68,3.68,3.51,3.62,3.567471748282738754,4513,16,16100.00,4512,99.98,0.17,-0.06
24-December-2020,3.35,3.51,3.35,3.51,3.483845547675334909,1269,5,4421.00,1269,100.00,0.16,0.16
23-December-2020,3.22,3.35,3.22,3.35,3.220155038759689922,2580,5,8308.00,2580,100.00,0.13,0.13
22-December-2020,3.31,3.31,3.30,3.30,3.306435478492830943,2999,6,9916.00,2997,99.93,0.01,-0.01
21-December-2020,3.47,3.48,3.47,3.47,3.474485596707818930,2430,7,8443.00,2430,100.00,0.01,0.00
18-December-2020,3.65,3.65,3.65,3.65,3.649712092130518234,1042,9,3803.00,1042,100.00,0.00,0.00
17-December-2020,3.48,3.48,3.48,3.48,3.479747974797479747,1111,3,3866.00,1111,100.00,0.00,0.00
16-December-2020,3.32,3.32,3.32,3.32,3.300000000000000000,20,3,66.00,20,100.00,0.00,0.00
15-December-2020,3.17,3.17,3.17,3.17,3.000000000000000000,2,1,6.00,2,100.00,0.00,0.00
14-December-2020,3.35,3.60,3.33,3.33,3.382778864970645792,2555,7,8643.00,2555,100.00,0.27,-0.02
11-December-2020,3.50,3.50,3.50,3.50,3.499735309687665431,1889,4,6611.00,1889,100.00,0.00,0.00
10-December-2020,3.89,3.89,3.54,3.55,3.549120679199514857,3298,6,11705.00,3298,100.00,0.35,-0.34
9-December-2020,3.72,3.72,3.72,3.72,3.719959266802443991,982,4,3653.00,982,100.00,0.00,0.00
8-December-2020,3.60,3.78,3.55,3.55,3.589451176051318602,1403,11,5036.00,1403,100.00,0.23,-0.05
7-December-2020,3.78,3.78,3.50,3.60,3.556614673599075678,3462,10,12313.00,3452,99.71,0.28,-0.18
4-December-2020,3.75,3.75,3.60,3.60,3.500000000000000000,2,2,7.00,1,50.00,0.15,-0.15
3-December-2020,3.41,3.58,3.41,3.58,3.472633136094674556,2704,7,9390.00,2704,100.00,0.17,0.17
2-December-2020,3.58,3.58,3.58,3.58,3.580000000000000000,1200,4,4296.00,1200,100.00,0.00,0.00
1-December-2020,4.05,4.05,3.76,3.76,3.759792626728110599,1736,8,6527.00,1736,100.00,0.29,-0.29
27-November-2020,3.83,3.95,3.83,3.95,3.854660347551342812,1266,4,4880.00,1266,100.00,0.12,0.12
23-November-2020,3.83,3.83,3.47,3.83,3.529914529914529914,351,5,1239.00,350,99.72,0.36,0.00
20-November-2020,3.85,3.85,3.56,3.65,3.563402889245585874,1246,7,4440.00,1246,100.00,0.29,-0.20
19-November-2020,3.74,3.74,3.74,3.74,3.724137931034482758,29,1,108.00,29,100.00,0.00,0.00
18-November-2020,3.75,3.75,3.75,3.75,3.000000000000000000,1,1,3.00,1,100.00,0.00,0.00
17-November-2020,3.58,3.58,3.58,3.58,3.577777777777777777,360,3,1288.00,360,100.00,0.00,0.00
14-November-2020,3.76,3.76,3.76,3.76,3.000000000000000000,1,1,3.00,1,100.00,0.00,0.00
12-November-2020,3.60,3.60,3.60,3.60,3.600000000000000000,5,1,18.00,5,100.00,0.00,0.00
11-November-2020,3.42,3.78,3.42,3.78,3.592797783933518005,361,5,1297.00,186,51.52,0.36,0.36
10-November-2020,3.60,3.60,3.60,3.60,3.600000000000000000,5,1,18.00,5,100.00,0.00,0.00
9-November-2020,3.25,3.58,3.25,3.58,3.249584026622296173,601,3,1953.00,601,100.00,0.33,0.33
6-November-2020,3.41,3.41,3.41,3.41,3.400000000000000000,5,1,17.00,5,100.00,0.00,0.00
5-November-2020,3.25,3.25,3.25,3.25,3.000000000000000000,1,1,3.00,1,100.00,0.00,0.00
4-November-2020,3.60,3.60,3.42,3.42,3.584717607973421926,301,3,1079.00,301,100.00,0.18,-0.18
3-November-2020,3.60,3.60,3.60,3.60,3.000000000000000000,1,1,3.00,1,100.00,0.00,0.00
2-November-2020,3.43,3.43,3.43,3.43,3.400000000000000000,30,1,102.00,30,100.00,0.00,0.00
30-October-2020,3.27,3.27,3.27,3.27,3.270000000000000000,1400,4,4578.00,1400,100.00,0.00,0.00
28-October-2020,3.13,3.44,3.13,3.44,3.130122950819672131,976,9,3055.00,973,99.69,0.31,0.31
27-October-2020,3.28,3.28,3.28,3.28,3.142857142857142857,7,1,22.00,7,100.00,0.00,0.00
26-October-2020,3.13,3.13,3.13,3.13,3.129905063291139240,6320,11,19781.00,6320,100.00,0.00,0.00
23-October-2020,3.26,3.88,3.26,3.29,3.300788584303417198,2663,10,8790.00,2001,75.14,0.62,0.03
22-October-2020,3.62,3.62,3.62,3.62,3.619354838709677419,155,3,561.00,155,100.00,0.00,0.00
21-October-2020,3.60,3.62,3.60,3.62,3.619989979959919839,7984,2,28902.00,7984,100.00,0.02,0.02
20-October-2020,3.38,4.11,3.38,4.00,3.412385503783353245,5022,8,17137.00,5022,100.00,0.73,0.62
19-October-2020,3.74,4.15,3.74,3.74,3.745762711864406779,59,5,221.00,59,100.00,0.41,0.00
16-October-2020,3.95,4.15,3.95,4.15,3.950495049504950495,101,2,399.00,101,100.00,0.20,0.20
14-October-2020,3.96,4.38,3.96,4.38,3.961165048543689320,103,4,408.00,103,100.00,0.42,0.42
13-October-2020,4.45,4.45,4.40,4.40,4.398009950248756218,201,2,884.00,201,100.00,0.05,-0.05
12-October-2020,4.32,4.39,3.65,4.39,3.665012406947890818,403,5,1477.00,203,50.37,0.74,0.07
9-October-2020,4.32,4.33,3.75,4.05,4.315909090909090909,3960,16,17091.00,3945,99.62,0.58,-0.27
8-October-2020,4.33,4.33,3.61,4.15,3.920155373327578765,2317,15,9083.00,1216,52.48,0.72,-0.18
7-October-2020,3.94,3.94,3.58,3.94,3.631956912028725314,2228,15,8092.00,2025,90.89,0.36,0.00
6-October-2020,3.43,3.79,3.43,3.76,3.494685200327064595,6115,4,21370.00,6115,100.00,0.36,0.33
5-October-2020,3.37,3.61,3.27,3.61,3.299330292147918082,10303,10,33993.00,10303,100.00,0.34,0.24
1-October-2020,3.44,3.44,3.44,3.44,3.440000000000000000,775,3,2666.00,775,100.00,0.00,0.00
29-September-2020,3.28,3.28,3.28,3.28,3.000000000000000000,1,1,3.00,1,100.00,0.00,0.00
28-September-2020,3.43,3.43,3.26,3.43,3.285714285714285714,532,3,1748.00,532,100.00,0.17,0.00
25-September-2020,3.53,3.53,3.43,3.43,3.450668896321070234,2392,6,8254.00,2392,100.00,0.10,-0.10
