Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
6-January-2021,13.24,13.24,11.33,11.76,11.506995884773662551,1215,9,13981.00,1105,90.95,1.91,-1.48
5-January-2021,13.50,13.50,11.77,12.21,13.279690794096978215,1423,18,18897.00,1401,98.45,1.73,-1.29
4-January-2021,11.64,13.33,11.64,12.01,12.574059861857252494,1303,10,16384.00,1253,96.16,1.69,0.37
1-January-2021,13.42,13.42,11.20,12.00,12.471371504660452729,1502,4,18732.00,1501,99.93,2.22,-1.42
31-December-2020,13.00,13.00,11.29,11.61,11.592592592592592592,27,3,313.00,16,59.26,1.71,-1.39
29-December-2020,13.36,13.36,11.45,11.45,13.122529644268774703,253,9,3320.00,253,100.00,1.91,-1.91
28-December-2020,11.35,11.35,11.30,11.30,11.347682119205298013,302,3,3427.00,300,99.34,0.05,-0.05
24-December-2020,11.50,12.50,10.84,11.39,11.886363636363636363,176,22,2092.00,136,77.27,1.66,-0.11
23-December-2020,11.55,14.40,10.76,12.45,11.573993547482115303,7129,33,82511.00,6932,97.24,3.64,0.90
22-December-2020,11.50,12.81,10.75,12.13,11.418602650146274307,11622,7,132707.00,11620,99.98,2.06,0.63
21-December-2020,10.87,10.88,10.77,10.78,10.800000000000000000,20,3,216.00,10,50.00,0.11,-0.09
18-December-2020,10.83,10.86,10.83,10.86,10.843750000000000000,32,2,347.00,16,50.00,0.03,0.03
17-December-2020,11.50,12.00,11.27,11.39,11.439560439560439560,91,6,1041.00,81,89.01,0.73,-0.11
16-December-2020,12.00,12.35,11.25,11.50,12.021642047406389556,2911,17,34995.00,2910,99.97,1.10,-0.50
15-December-2020,11.75,11.75,11.75,11.75,11.750000000000000000,10000,1,117500.00,10000,100.00,0.00,0.00
14-December-2020,12.10,12.10,11.75,11.75,11.750361902860280537,20033,7,235395.00,20033,100.00,0.35,-0.35
11-December-2020,12.50,12.50,10.40,12.03,11.784506791624651521,16859,41,198675.00,14996,88.95,2.10,-0.47
10-December-2020,12.60,12.60,11.50,11.50,11.503473370823685081,3023,7,34775.00,3023,100.00,1.10,-1.10
9-December-2020,10.04,12.59,10.04,12.47,11.504391405746042772,20153,12,231848.00,20092,99.70,2.55,2.43
4-December-2020,11.30,11.50,11.25,11.26,11.260869565217391304,11546,12,130018.00,11000,95.27,0.25,-0.04
3-December-2020,10.40,11.75,10.40,11.47,11.221998543710112648,23347,17,262000.00,21619,92.60,1.35,1.07
2-December-2020,10.75,11.47,10.75,11.47,10.750599520383693045,3336,2,35864.00,3336,100.00,0.72,0.72
1-December-2020,10.85,10.85,10.45,10.45,10.450704225352112676,142,3,1484.00,142,100.00,0.40,-0.40
27-November-2020,11.50,11.50,10.60,10.98,10.684124386252045826,611,11,6528.00,511,83.63,0.90,-0.52
26-November-2020,11.45,11.45,10.65,10.65,11.025862068965517241,116,4,1279.00,116,100.00,0.80,-0.80
25-November-2020,11.00,11.00,11.00,11.00,11.000000000000000000,20422,10,224642.00,20422,100.00,0.00,0.00
24-November-2020,10.74,10.75,10.26,10.26,10.748345359542174670,20095,5,215988.00,20095,100.00,0.49,-0.48
23-November-2020,10.75,10.75,10.75,10.75,10.750000000000000000,20000,1,215000.00,20000,100.00,0.00,0.00
20-November-2020,10.42,10.42,10.42,10.42,10.416000000000000000,125,2,1302.00,125,100.00,0.00,0.00
19-November-2020,9.50,10.72,9.50,10.42,10.712934686237809082,20302,14,217494.00,20251,99.75,1.22,0.92
18-November-2020,10.44,10.61,9.70,9.75,10.585394015202540171,20786,13,220028.00,20769,99.92,0.91,-0.69
17-November-2020,10.20,10.50,9.50,9.65,10.471488178025034770,719,10,7529.00,719,100.00,1.00,-0.55
14-November-2020,9.46,10.89,9.46,10.20,9.797297297297297297,370,3,3625.00,300,81.08,1.43,0.74
13-November-2020,10.10,10.84,10.10,10.41,10.450000000000000000,80,8,836.00,70,87.50,0.74,0.31
12-November-2020,10.40,10.98,10.09,10.19,10.757575757575757575,66,7,710.00,65,98.48,0.89,-0.21
11-November-2020,11.00,11.00,9.66,10.20,9.739235089596148702,3739,27,36415.00,3603,96.36,1.34,-0.80
10-November-2020,10.00,10.73,9.77,10.72,10.707006369426751592,785,14,8405.00,776,98.85,0.96,0.72
9-November-2020,9.76,9.76,9.76,9.76,9.760000000000000000,100,1,976.00,100,100.00,0.00,0.00
6-November-2020,8.87,9.98,8.87,8.88,9.420000000000000000,100,5,942.00,50,50.00,1.11,0.01
5-November-2020,8.75,9.79,8.75,9.08,8.910000000000000000,200,5,1782.00,100,50.00,1.04,0.33
