Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
6-January-2021,78.25,79.15,77.20,77.50,78.181762792733264109,233062,1889,18221198.00,136828,58.71,1.95,-0.75
5-January-2021,78.00,79.30,77.55,77.90,78.527377534421916249,225002,1916,17668817.00,119032,52.90,1.75,-0.10
4-January-2021,79.90,79.90,78.50,79.20,79.121681364041465359,170552,963,13494361.00,65353,38.32,1.40,-0.70
1-January-2021,77.80,79.20,77.80,78.90,78.817327203143862533,116799,522,9205785.00,66704,57.11,1.40,1.10
31-December-2020,77.00,79.10,77.00,78.30,78.207022218360677894,207171,1613,16202227.00,114698,55.36,2.10,1.30
30-December-2020,79.00,79.40,77.90,78.95,78.642995539782264639,208510,1059,16397851.00,106764,51.20,1.50,-0.05
29-December-2020,78.50,78.70,77.55,78.25,78.037219627729476489,269374,1668,21021198.00,183836,68.25,1.15,-0.25
28-December-2020,77.90,78.60,77.65,78.00,78.085823960731417908,197206,1183,15398993.00,133491,67.69,0.95,0.10
24-December-2020,77.55,77.55,76.70,76.90,76.976487135069847273,251692,1367,19374366.00,170947,67.92,0.85,-0.65
23-December-2020,76.20,77.35,76.20,76.90,76.794976698348584376,288177,1639,22130546.00,155779,54.06,1.15,0.70
22-December-2020,73.65,76.30,72.70,76.05,74.820384140257518886,336752,2138,25195914.00,128705,38.22,3.60,2.40
21-December-2020,77.10,77.70,71.80,72.65,74.450236332827967537,493372,3686,36731662.00,282269,57.21,5.90,-4.45
18-December-2020,76.80,77.65,74.60,77.10,75.942819224751202022,315718,2022,23976515.00,131781,41.74,3.05,0.30
17-December-2020,78.30,79.55,76.25,76.80,78.053314558058925476,138480,820,10808823.00,72969,52.69,3.30,-1.50
16-December-2020,79.50,79.50,78.25,78.30,78.581941619050468184,534832,2007,42028137.00,188432,35.23,1.25,-1.20
15-December-2020,79.60,79.60,77.35,78.25,78.203958207336656169,191804,1047,14999832.00,77303,40.30,2.25,-1.35
14-December-2020,76.40,79.50,76.00,78.90,77.744539140252058560,651912,3411,50682598.00,435858,66.86,3.50,2.50
11-December-2020,75.90,77.65,74.85,75.45,76.379260781622950499,307514,1773,23487692.00,114496,37.23,2.80,-0.45
10-December-2020,77.20,78.00,74.75,75.90,75.862428649484416233,344076,2402,26102441.00,162577,47.25,3.25,-1.30
9-December-2020,78.50,79.20,77.60,78.10,78.385886397863211434,351930,2094,27586345.00,220727,62.72,1.60,-0.40
8-December-2020,77.30,79.90,76.85,77.55,78.346234912807460579,301746,1882,23640663.00,127646,42.30,3.05,0.25
7-December-2020,76.25,77.45,76.20,77.20,76.881641758821695012,333496,1908,25639720.00,220741,66.19,1.25,0.95
4-December-2020,75.50,77.65,75.35,76.20,76.521386107221180014,378470,2617,28961049.00,202107,53.40,2.30,0.70
3-December-2020,74.40,75.60,74.40,75.25,75.208634181650563404,277687,1641,20884460.00,167196,60.21,1.20,0.85
2-December-2020,75.05,75.65,74.10,74.40,74.808545859888215756,285729,1553,21374971.00,139720,48.90,1.55,-0.65
1-December-2020,75.35,75.55,74.65,74.80,75.169693821050400924,146287,911,10996349.00,79965,54.66,0.90,-0.55
27-November-2020,73.55,74.95,72.75,74.15,73.264710980049465201,2480936,3738,181765059.00,2231653,89.95,2.20,0.60
26-November-2020,73.00,73.60,72.65,73.00,73.082298295512676229,195484,1386,14286420.00,94401,48.29,0.95,0.00
25-November-2020,74.50,74.50,72.50,72.95,73.366803170020328197,169715,974,12451447.00,81171,47.83,2.00,-1.55
24-November-2020,74.10,74.50,73.35,73.70,73.843346097706698396,396677,2682,29291957.00,279467,70.45,1.15,-0.40
23-November-2020,71.75,73.85,70.50,73.35,72.609374550131001852,416788,2932,30262716.00,271780,65.21,3.35,1.60
20-November-2020,70.95,71.50,70.50,70.65,70.873743651122466203,65169,545,4618771.00,32900,50.48,1.00,-0.30
19-November-2020,69.90,72.40,69.90,70.85,71.376972213721532913,258149,1999,18425894.00,160439,62.15,2.50,0.95
18-November-2020,70.10,71.15,70.10,70.70,70.642438884944164215,108443,1102,7660678.00,69343,63.94,1.05,0.60
17-November-2020,71.40,71.50,70.55,70.75,70.889723094836682959,82447,924,5844645.00,52222,63.34,0.95,-0.65
14-November-2020,71.65,71.65,70.65,71.15,71.151923754354377862,102196,901,7271442.00,90241,88.30,1.00,-0.50
13-November-2020,70.95,71.30,69.80,70.70,70.426570341366569238,90665,613,6385225.00,38089,42.01,1.50,-0.25
12-November-2020,70.45,72.15,70.00,70.70,71.048166958736021770,571782,4011,40624063.00,389972,68.20,2.15,0.25
11-November-2020,70.35,71.90,69.80,70.30,70.333729879210038871,191655,737,13479811.00,105975,55.29,2.10,-0.05
10-November-2020,70.25,71.20,69.00,70.30,70.267831913021311161,694331,4782,48789134.00,481213,69.31,2.20,0.05
9-November-2020,67.60,67.75,66.65,67.10,67.035789119209758287,53452,391,3583197.00,34058,63.72,1.10,-0.50
6-November-2020,64.80,67.80,64.80,67.30,66.440734479594957354,235432,1641,15642275.00,139094,59.08,3.00,2.50
5-November-2020,65.75,65.75,64.35,64.80,64.847616069334465081,89537,746,5806261.00,43426,48.50,1.40,-0.95
4-November-2020,65.00,65.00,63.90,64.25,64.186213297333783327,23704,218,1521470.00,10739,45.30,1.10,-0.75
3-November-2020,66.45,66.45,64.00,64.15,64.417471364136584156,64517,731,4156022.00,34825,53.98,2.45,-2.30
2-November-2020,65.00,65.50,64.00,64.15,64.403843936190659235,26015,225,1675466.00,18171,69.85,1.50,-0.85
30-October-2020,64.20,65.75,64.20,64.95,64.966868424627552791,66251,675,4304120.00,36690,55.38,1.55,0.75
29-October-2020,63.75,64.65,63.75,64.25,64.142633148700468683,58675,860,3763569.00,28126,47.94,0.90,0.50
28-October-2020,66.00,66.80,64.60,64.85,65.527096667921686746,84992,949,5569279.00,38265,45.02,2.20,-1.15
27-October-2020,65.10,67.35,65.10,66.25,66.566789483544619996,64052,551,4263736.00,16504,25.77,2.25,1.15
26-October-2020,67.25,67.85,65.50,65.70,66.340046038355521670,136408,1133,9049313.00,82899,60.77,2.35,-1.55
23-October-2020,68.55,68.85,67.10,67.40,67.660071863953099314,68741,479,4651021.00,28552,41.54,1.75,-1.15
22-October-2020,65.10,69.00,65.00,68.45,67.443769121848845735,316392,2235,21338669.00,236237,74.67,4.00,3.35
21-October-2020,64.00,66.10,64.00,65.30,65.393008157861017383,234130,1701,15310465.00,143948,61.48,2.10,1.30
20-October-2020,64.50,64.75,63.80,64.40,64.298040230256775111,30922,299,1988224.00,16291,52.68,0.95,-0.10
19-October-2020,61.85,64.50,61.55,64.30,63.571330246527343261,223748,1560,14223958.00,153488,68.60,2.95,2.45
16-October-2020,62.95,62.95,60.50,61.85,61.482731355556961224,126472,1526,7775844.00,51010,40.33,2.45,-1.10
15-October-2020,63.80,63.95,61.85,62.30,62.855086078112870292,153291,1585,9635119.00,82312,53.70,2.10,-1.50
