Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
17-December-2020,11.95,11.95,11.95,11.95,11.950000000000000000,20000,2,239000.00,10000,50.00,0.00,0.00
16-December-2020,11.95,11.95,11.95,11.95,11.950000000000000000,10000,1,119500.00,10000,100.00,0.00,0.00
15-December-2020,11.95,12.95,11.95,12.95,12.283333333333333333,30000,3,368500.00,20000,66.67,1.00,1.00
23-November-2020,14.50,14.50,14.50,14.50,14.500000000000000000,10000,1,145000.00,10000,100.00,0.00,0.00
19-November-2020,12.17,12.17,12.17,12.17,12.170000000000000000,10000,1,121700.00,10000,100.00,0.00,0.00
9-November-2020,13.25,13.25,13.25,13.25,13.250000000000000000,10000,1,132500.00,10000,100.00,0.00,0.00
19-October-2020,12.57,12.57,12.57,12.57,12.570000000000000000,10000,1,125700.00,10000,100.00,0.00,0.00
8-October-2020,12.57,12.57,12.57,12.57,12.570000000000000000,10000,1,125700.00,10000,100.00,0.00,0.00
29-September-2020,13.70,13.70,13.70,13.70,13.700000000000000000,10000,1,137000.00,10000,100.00,0.00,0.00
25-September-2020,13.70,13.70,13.70,13.70,13.700000000000000000,10000,1,137000.00,10000,100.00,0.00,0.00
24-September-2020,13.70,13.70,13.70,13.70,13.700000000000000000,20000,2,274000.00,20000,100.00,0.00,0.00
22-September-2020,13.70,13.70,13.70,13.70,13.700000000000000000,20000,2,274000.00,20000,100.00,0.00,0.00
21-September-2020,14.00,14.00,14.00,14.00,14.000000000000000000,20000,2,280000.00,20000,100.00,0.00,0.00
16-September-2020,13.70,14.00,13.70,14.00,13.850000000000000000,20000,2,277000.00,20000,100.00,0.30,0.30
11-September-2020,13.68,13.68,13.68,13.68,13.680000000000000000,10000,1,136800.00,10000,100.00,0.00,0.00
10-September-2020,14.70,14.70,14.70,14.70,14.700000000000000000,10000,1,147000.00,10000,100.00,0.00,0.00
9-September-2020,14.14,16.00,14.14,15.20,15.488888888888888888,90000,9,1394000.00,60000,66.67,1.86,1.06
2-September-2020,14.69,14.69,14.69,14.69,14.690000000000000000,10000,1,146900.00,10000,100.00,0.00,0.00
1-September-2020,13.70,13.70,13.70,13.70,13.700000000000000000,10000,1,137000.00,10000,100.00,0.00,0.00
31-August-2020,14.88,14.88,14.88,14.88,14.880000000000000000,20000,2,297600.00,20000,100.00,0.00,0.00
28-August-2020,14.88,14.88,14.88,14.88,14.880000000000000000,10000,1,148800.00,10000,100.00,0.00,0.00
27-August-2020,13.08,14.98,13.08,14.88,14.044000000000000000,100000,10,1404400.00,80000,80.00,1.90,1.80
26-August-2020,12.00,13.01,12.00,13.01,12.802000000000000000,50000,4,640100.00,20000,40.00,1.01,1.01
25-August-2020,12.00,12.01,12.00,12.00,12.003333333333333333,30000,3,360100.00,30000,100.00,0.01,0.00
24-August-2020,10.92,11.89,10.92,11.88,11.425714285714285714,70000,7,799800.00,50000,71.43,0.97,0.96
20-August-2020,10.92,10.92,10.92,10.92,10.920000000000000000,10000,1,109200.00,10000,100.00,0.00,0.00
18-August-2020,10.92,10.92,10.92,10.92,10.920000000000000000,10000,1,109200.00,10000,100.00,0.00,0.00
14-August-2020,9.20,10.92,9.20,10.92,10.060000000000000000,20000,2,201200.00,20000,100.00,1.72,1.72
13-August-2020,9.10,9.10,9.10,9.10,9.100000000000000000,10000,1,91000.00,10000,100.00,0.00,0.00
12-August-2020,8.45,8.45,8.45,8.45,8.450000000000000000,20000,2,169000.00,10000,50.00,0.00,0.00
11-August-2020,8.45,9.21,8.45,9.21,8.752000000000000000,50000,5,437600.00,20000,40.00,0.76,0.76
4-August-2020,8.40,9.15,8.40,9.15,8.775000000000000000,40000,4,351000.00,20000,50.00,0.75,0.75
3-August-2020,8.68,10.49,8.68,10.49,9.585000000000000000,20000,2,191700.00,20000,100.00,1.81,1.81
31-July-2020,8.46,10.84,8.45,10.84,9.647500000000000000,40000,4,385900.00,20000,50.00,2.39,2.38
28-July-2020,9.20,9.20,9.20,9.20,9.200000000000000000,10000,1,92000.00,10000,100.00,0.00,0.00
23-July-2020,10.00,10.00,10.00,10.00,10.000000000000000000,10000,1,100000.00,10000,100.00,0.00,0.00
21-July-2020,10.90,10.90,10.00,10.00,10.450000000000000000,20000,2,209000.00,10000,50.00,0.90,-0.90
15-July-2020,10.00,10.00,10.00,10.00,10.000000000000000000,10000,1,100000.00,10000,100.00,0.00,0.00
14-July-2020,10.98,10.98,10.98,10.98,10.980000000000000000,10000,1,109800.00,10000,100.00,0.00,0.00
13-July-2020,9.80,9.80,9.80,9.80,9.800000000000000000,10000,1,98000.00,10000,100.00,0.00,0.00
10-July-2020,9.00,9.00,9.00,9.00,9.000000000000000000,10000,1,90000.00,10000,100.00,0.00,0.00
2-July-2020,9.01,9.01,9.00,9.00,9.005000000000000000,20000,2,180100.00,20000,100.00,0.01,-0.01
30-June-2020,9.00,10.40,9.00,10.35,9.900000000000000000,30000,3,297000.00,10000,33.33,1.40,1.35
29-June-2020,10.90,10.90,9.00,9.00,9.633333333333333333,30000,3,289000.00,10000,33.33,1.90,-1.90
26-June-2020,10.90,10.90,9.81,10.33,10.333750000000000000,80000,8,826700.00,10000,12.50,1.09,-0.57
25-June-2020,8.34,9.90,8.34,9.34,9.090000000000000000,40000,4,363600.00,0,0.00,1.56,1.00
24-June-2020,12.00,12.00,9.50,9.50,10.750000000000000000,20000,2,215000.00,20000,100.00,2.50,-2.50
23-June-2020,10.50,10.50,10.50,10.50,10.500000000000000000,10000,1,105000.00,10000,100.00,0.00,0.00
16-June-2020,8.75,8.75,8.75,8.75,8.750000000000000000,20000,2,175000.00,20000,100.00,0.00,0.00
12-June-2020,8.30,8.30,8.30,8.30,8.300000000000000000,10000,1,83000.00,10000,100.00,0.00,0.00
9-June-2020,8.50,9.10,8.37,9.10,8.465555555555555555,90000,9,761900.00,70000,77.78,0.73,0.60
8-June-2020,10.46,10.46,10.46,10.46,10.460000000000000000,10000,1,104600.00,10000,100.00,0.00,0.00
5-June-2020,11.40,11.40,11.40,11.40,11.400000000000000000,10000,1,114000.00,10000,100.00,0.00,0.00
3-June-2020,9.50,9.50,9.50,9.50,9.500000000000000000,10000,1,95000.00,10000,100.00,0.00,0.00
5-May-2020,11.00,11.00,11.00,11.00,11.000000000000000000,10000,1,110000.00,10000,100.00,0.00,0.00
27-April-2020,12.25,12.25,12.25,12.25,12.250000000000000000,10000,1,122500.00,10000,100.00,0.00,0.00
20-April-2020,12.25,12.25,12.25,12.25,12.250000000000000000,10000,1,122500.00,10000,100.00,0.00,0.00
17-April-2020,13.50,13.50,13.50,13.50,13.500000000000000000,10000,1,135000.00,10000,100.00,0.00,0.00
16-April-2020,11.50,11.50,11.50,11.50,11.500000000000000000,10000,1,115000.00,10000,100.00,0.00,0.00
31-March-2020,9.74,9.74,9.70,9.70,9.720000000000000000,20000,2,194400.00,10000,50.00,0.04,-0.04
26-March-2020,9.75,9.75,9.75,9.75,9.750000000000000000,10000,1,97500.00,10000,100.00,0.00,0.00
24-March-2020,9.75,9.75,9.75,9.75,9.750000000000000000,20000,2,195000.00,0,0.00,0.00,0.00
20-March-2020,8.06,8.55,7.90,8.55,8.101428571428571428,70000,7,567100.00,40000,57.14,0.65,0.49
19-March-2020,9.50,9.50,8.80,8.80,9.150000000000000000,20000,2,183000.00,20000,100.00,0.70,-0.70
18-March-2020,9.50,9.50,9.50,9.50,9.500000000000000000,10000,1,95000.00,10000,100.00,0.00,0.00
13-March-2020,9.59,10.30,9.59,10.30,9.772500000000000000,40000,4,390900.00,30000,75.00,0.71,0.71
