Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
6-January-2021,129.00,129.00,119.00,122.40,122.243940335612181479,9654,110,1180143.00,5952,61.65,10.00,-6.60
5-January-2021,120.00,134.00,120.00,122.35,124.787412966814359345,11059,140,1380024.00,8865,80.16,14.00,2.35
4-January-2021,134.90,134.90,121.65,128.40,128.847112766872044705,6979,94,899224.00,4325,61.97,13.25,-6.50
1-January-2021,132.90,133.20,123.10,130.95,128.931463313527704850,7237,92,933077.00,5735,79.25,10.10,-1.95
31-December-2020,135.05,142.00,119.00,122.95,126.022189597315436241,23840,245,3004369.00,17612,73.88,23.00,-12.10
30-December-2020,135.00,143.75,129.00,131.70,138.660444054247626088,43283,180,6001640.00,40495,93.56,14.75,-3.30
29-December-2020,134.95,150.00,121.00,141.90,138.457771929499416201,53957,436,7470766.00,45437,84.21,29.00,6.95
28-December-2020,129.00,129.95,115.55,128.85,126.477946866133608460,19385,289,2451775.00,13876,71.58,14.40,-0.15
24-December-2020,102.80,117.00,102.00,113.90,109.796232789066898705,19537,172,2145089.00,15212,77.86,15.00,11.10
23-December-2020,101.70,103.00,98.50,102.15,99.785802851828890266,3226,24,321909.00,2826,87.60,4.50,0.45
22-December-2020,102.80,102.80,94.35,98.20,96.678767876787678767,1818,39,175762.00,1140,62.71,8.45,-4.60
21-December-2020,104.10,104.10,93.50,96.70,99.302518109692997585,5798,64,575756.00,5055,87.19,10.60,-7.40
18-December-2020,102.40,102.50,101.05,102.50,102.458123953098827470,2388,20,244670.00,2157,90.33,1.45,0.10
17-December-2020,105.90,107.80,101.65,102.30,104.293015332197614991,4109,67,428540.00,2647,64.42,6.15,-3.60
16-December-2020,101.50,105.90,99.00,105.05,101.656748007968127490,8032,71,816507.00,6098,75.92,6.90,3.55
15-December-2020,98.60,112.00,95.60,99.15,99.968243088873657756,17508,122,1750244.00,13220,75.51,16.40,0.55
14-December-2020,108.35,108.35,99.10,104.45,103.835455934793683138,1963,54,203829.00,1373,69.94,9.25,-3.90
11-December-2020,106.90,109.95,99.05,100.10,102.564889213537862186,4107,50,421234.00,3427,83.44,10.90,-6.80
10-December-2020,101.35,105.90,100.65,103.85,102.670451237263464337,6870,58,705346.00,5413,78.79,5.25,2.50
9-December-2020,107.00,107.00,100.30,105.00,104.685377791373508718,6538,60,684433.00,5291,80.93,6.70,-2.00
8-December-2020,110.00,110.00,101.45,103.05,103.599159342758884218,7851,162,813357.00,5150,65.60,8.55,-6.95
7-December-2020,101.45,101.45,95.05,97.40,96.456140350877192982,9633,100,929162.00,8022,83.28,6.40,-4.05
4-December-2020,101.95,102.00,97.05,98.70,100.931761442441054091,3605,49,363859.00,3119,86.52,4.95,-3.25
3-December-2020,103.65,103.65,96.55,99.20,99.624685714285714285,4375,59,435858.00,3280,74.97,7.10,-4.45
2-December-2020,91.20,105.00,91.20,101.60,100.254076907590094624,14901,67,1493886.00,13488,90.52,13.80,10.40
1-December-2020,94.00,97.80,90.00,95.40,93.554674534390558731,16269,98,1522041.00,15117,92.92,7.80,1.40
27-November-2020,93.60,94.00,92.00,93.90,93.892461197339246119,902,13,84691.00,867,96.12,2.00,0.30
26-November-2020,94.95,94.95,90.05,93.60,93.388736263736263736,728,16,67987.00,417,57.28,4.90,-1.35
25-November-2020,91.40,95.00,90.10,93.85,92.601950354609929078,3384,38,313365.00,2703,79.88,4.90,2.45
24-November-2020,94.00,95.50,90.40,92.90,93.381402936378466557,3065,36,286214.00,2706,88.29,5.10,-1.10
