Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
10-November-2020,168.40,168.40,154.35,159.70,159.546360917248255234,15045,547,2400375.00,6961,46.27,14.05,-8.70
9-November-2020,165.00,167.85,158.80,165.10,162.565231749485216985,51478,1963,8368533.00,30659,59.56,9.05,0.10
6-November-2020,157.20,170.00,157.20,163.35,165.473885057471264367,87000,1795,14396228.00,33887,38.95,12.80,6.15
5-November-2020,154.00,165.90,152.15,161.25,158.869802815074268664,61668,1290,9797183.00,15460,25.07,13.75,7.25
4-November-2020,148.90,154.10,142.00,151.15,147.867117262096341594,46605,596,6891347.00,19480,41.80,12.10,2.25
3-November-2020,149.70,149.70,146.25,147.10,147.524637184810993621,23359,374,3446028.00,3150,13.49,3.45,-2.60
2-November-2020,158.70,158.70,143.00,146.45,146.625521472392638036,24450,576,3584994.00,9931,40.62,15.70,-12.25
30-October-2020,153.50,156.45,143.30,148.30,149.698727785753180535,40402,1042,6048128.00,16545,40.95,13.15,-5.20
29-October-2020,169.50,177.00,148.00,158.80,168.062559563346521500,138508,3586,23278009.00,53551,38.66,29.00,-10.70
28-October-2020,156.80,160.10,149.10,160.10,157.928554212719071721,58086,361,9173438.00,58086,100.00,11.00,3.30
27-October-2020,152.50,152.50,145.00,152.50,152.173212834593316752,81218,466,12359204.00,81218,100.00,7.50,0.00
26-October-2020,135.75,145.25,135.75,145.25,144.560478303023180656,34037,377,4920405.00,34037,100.00,9.50,9.50
23-October-2020,133.00,140.00,130.55,138.35,136.167317039775450126,14607,181,1988996.00,14607,100.00,9.45,5.35
22-October-2020,129.00,136.00,127.00,134.00,132.646937705899970050,26712,532,3543265.00,26712,100.00,9.00,5.00
21-October-2020,134.70,135.90,131.10,133.35,132.818690625230134766,13579,249,1803545.00,13579,100.00,4.80,-1.35
20-October-2020,131.50,135.00,130.25,133.90,132.322154565021431593,54359,694,7192900.00,54359,100.00,4.75,2.40
19-October-2020,136.60,138.20,130.30,137.10,133.728564661297963050,21110,363,2823010.00,21110,100.00,7.90,0.50
16-October-2020,143.40,143.40,130.00,136.60,139.466543998518724251,345648,2736,48206332.00,345648,100.00,13.40,-6.80
15-October-2020,130.10,136.60,125.00,136.60,131.375792368078586121,285852,2955,37554033.00,285852,100.00,11.60,6.50
